gym9tT_y6mwIGgRB0DBeIw,6841,-784,CurbRamp,NoCurbRamp,NoCurbRamp,75,9005a64a-fa73-4c84-b08b-b61eece1b9b7
h11czeAIx9gJzUGmhtIGgg,4887,-588,CurbRamp,Obstacle,Obstacle,79,87833d72-b357-4e2c-81cd-23f58ff04c59
Uekwx1Ex2uVzyzPPYQRi6A,1170,-998,NoCurbRamp,CurbRamp,CurbRamp,83,9005a64a-fa73-4c84-b08b-b61eece1b9b7
JnepRbIjpmkLkWMnCSvoAA,4129,-794,CurbRamp,CurbRamp,CurbRamp,85,9005a64a-fa73-4c84-b08b-b61eece1b9b7
ZkFwmq8FUrikkoGQFXRrxw,12604,-201,CurbRamp,CurbRamp,CurbRamp,88,9005a64a-fa73-4c84-b08b-b61eece1b9b7
20ONnt3aFpkHq67qQgIYeA,2694,-170,NoCurbRamp,NoCurbRamp,64,102,87833d72-b357-4e2c-81cd-23f58ff04c59
LpxB5njKcDvNcabEMK2aLA,10554,-510,NoCurbRamp,NoCurbRamp,NoCurbRamp,103,9005a64a-fa73-4c84-b08b-b61eece1b9b7
15OZjQD4EMVZVNJEgNU98g,2160,-483,NoCurbRamp,CurbRamp,50,119,e4ff325c-309b-4ea6-8555-8f973e662362
NDpegA9K_3Q-mPUBNicaRw,6635,-573,CurbRamp,CurbRamp,52,198,87833d72-b357-4e2c-81cd-23f58ff04c59
8oXpXmmrICNmJrWIVvj0OA,1711,-622,CurbRamp,SurfaceProblem,SurfaceProblem,201,9005a64a-fa73-4c84-b08b-b61eece1b9b7
MgZIXpybO6JiwC6e8MW8wg,12507,-292,Obstacle,NoCurbRamp,51,204,e4ff325c-309b-4ea6-8555-8f973e662362
X5r7MH2VXa3Ik916UKagqw,6855,-397,Obstacle,SurfaceProblem,SurfaceProblem,212,9005a64a-fa73-4c84-b08b-b61eece1b9b7
UW_A4xukcE1B7lyFdWnJ6g,3865,-954,CurbRamp,CurbRamp,55,214,87833d72-b357-4e2c-81cd-23f58ff04c59
djv471bxDB-kQ4Ja_y654A,9742,-811,NoCurbRamp,NoCurbRamp,56,220,87833d72-b357-4e2c-81cd-23f58ff04c59
D3_6jHxJDzuLfM2evmbKtA,12101,-630,Obstacle,SurfaceProblem,SurfaceProblem,243,87833d72-b357-4e2c-81cd-23f58ff04c59
_vzsCzYiuNyJmqG0H7tIjQ,5015,-717,NoCurbRamp,CurbRamp,72,245,87833d72-b357-4e2c-81cd-23f58ff04c59
7MopwbO1yyvgco7Lqus4tw,4338,-847,CurbRamp,CurbRamp,72,246,87833d72-b357-4e2c-81cd-23f58ff04c59
H-RvunY3Y0uq_XwR_KP2nQ,2684,-1098,NoCurbRamp,CurbRamp,59,247,87833d72-b357-4e2c-81cd-23f58ff04c59
oqRMN7joB7d6FEvhcQ1iqQ,4574,-564,CurbRamp,SurfaceProblem,SurfaceProblem,269,9005a64a-fa73-4c84-b08b-b61eece1b9b7
ShNqiSewasZzn1SiDdLjgw,3361,-573,CurbRamp,SurfaceProblem,43,285,87833d72-b357-4e2c-81cd-23f58ff04c59
J_-aJ3ecQingS8eteE76dA,1569,-727,CurbRamp,CurbRamp,52,291,87833d72-b357-4e2c-81cd-23f58ff04c59
771oPpcwZfIYIDVN_bR5iw,11649,-614,CurbRamp,CurbRamp,62,309,87833d72-b357-4e2c-81cd-23f58ff04c59
SAl0io-R6DiYC8iJvUo9eQ,1057,-368,Obstacle,NoCurbRamp,58,313,87833d72-b357-4e2c-81cd-23f58ff04c59
F4g7Z0B0lCff4ROvz3wU1A,8790,-384,CurbRamp,NoCurbRamp,51,314,87833d72-b357-4e2c-81cd-23f58ff04c59
Zi-DOv2yglrFF_YC9IjOSg,8842,-540,CurbRamp,CurbRamp,54,323,87833d72-b357-4e2c-81cd-23f58ff04c59
ElKlsmPuAEyNlkkNamP1-A,12203,-424,NoCurbRamp,NoCurbRamp,57,331,87833d72-b357-4e2c-81cd-23f58ff04c59
6KLfdRWsXuVtud0nB7qVUA,5420,-1426,NoCurbRamp,NoCurbRamp,52,336,87833d72-b357-4e2c-81cd-23f58ff04c59
JVGE4HrYpy4vKJeQU7bgmA,11862,-549,Obstacle,CurbRamp,66,344,87833d72-b357-4e2c-81cd-23f58ff04c59
-X3Z4x38cM0VFuygmgwD6A,1794,-730,NoCurbRamp,CurbRamp,57,348,87833d72-b357-4e2c-81cd-23f58ff04c59
SiL7KutEaHtPE07CQabUUA,3573,-395,SurfaceProblem,CurbRamp,51,349,87833d72-b357-4e2c-81cd-23f58ff04c59
qu0DxNnzYuFYQGZQpI0XfQ,5773,-407,SurfaceProblem,NoCurbRamp,67,357,87833d72-b357-4e2c-81cd-23f58ff04c59
HAPriQXlLlgQJ5xhjLk6vw,2140,-509,Obstacle,CurbRamp,50,358,87833d72-b357-4e2c-81cd-23f58ff04c59
L7f40to_dl7cqj4U-NDf_w,10754,-666,NoCurbRamp,CurbRamp,64,362,e4ff325c-309b-4ea6-8555-8f973e662362
b-4EtjmxniZMR0kkH5RFVg,9327,-1189,Obstacle,CurbRamp,38,363,e4ff325c-309b-4ea6-8555-8f973e662362
WEQEIjdCWNjIu7jNf9SecA,10814,-1116,CurbRamp,CurbRamp,52,364,e4ff325c-309b-4ea6-8555-8f973e662362
D6qAywcvggA66AFf-o837g,1340,-435,SurfaceProblem,SurfaceProblem,60,365,87833d72-b357-4e2c-81cd-23f58ff04c59
fd0P9PLZjtvhkLDIap2m0Q,3738,-1017,NoCurbRamp,NoCurbRamp,50,366,e4ff325c-309b-4ea6-8555-8f973e662362
iVpibSMib54SLGLka8TioA,13038,-676,Obstacle,CurbRamp,55,376,e4ff325c-309b-4ea6-8555-8f973e662362
TBA-2sJ8SrfDKy7CG8LRAw,5391,-788,Obstacle,SurfaceProblem,SurfaceProblem,389,9005a64a-fa73-4c84-b08b-b61eece1b9b7
eULEAxUyT7NSM7t8B4i4mA,12856,-500,CurbRamp,NoCurbRamp,NoCurbRamp,408,9005a64a-fa73-4c84-b08b-b61eece1b9b7
-qWByy7APgvANyXNOnpSgg,9162,-1333,NoCurbRamp,NoCurbRamp,56,411,87833d72-b357-4e2c-81cd-23f58ff04c59
fSNgHvJk-beNuQ7peu7XRA,7870,-525,NoCurbRamp,NoCurbRamp,56,415,e4ff325c-309b-4ea6-8555-8f973e662362
2QpVMgXKQGgCanJJnqfwpQ,2850,-854,NoCurbRamp,NoCurbRamp,NoCurbRamp,416,e4ff325c-309b-4ea6-8555-8f973e662362
3YFPDJVxD7FmVdUk3aUAwQ,2636,-583,CurbRamp,CurbRamp,53,422,e4ff325c-309b-4ea6-8555-8f973e662362
3EN1IyBkiFxctRZV0fUjKw,10737,-1058,SurfaceProblem,NoCurbRamp,NoCurbRamp,424,e0b3316c-6d15-48ab-9bd3-3eceafc14059
SrH3qGVydc6-HDiQR_TCFA,2188,-431,Obstacle,CurbRamp,56,425,e4ff325c-309b-4ea6-8555-8f973e662362
u1zqdpd9uMk0NnZ6tPZubA,1039,-1378,NoCurbRamp,NoCurbRamp,NoCurbRamp,429,9005a64a-fa73-4c84-b08b-b61eece1b9b7
s_0IbEnJXRJw0YdhXDUAQw,6357,-537,NoCurbRamp,SurfaceProblem,36,445,87833d72-b357-4e2c-81cd-23f58ff04c59
4oOGyef3X3vHaRKrhX34VQ,2535,-596,SurfaceProblem,NoCurbRamp,67,449,87833d72-b357-4e2c-81cd-23f58ff04c59
7V6ZnAdl7zU4PTn9pdmfaw,3405,-616,Obstacle,SurfaceProblem,72,452,87833d72-b357-4e2c-81cd-23f58ff04c59
NEyHHYz-a-xWqL5QOxSn_g,8679,-582,CurbRamp,NoCurbRamp,NoCurbRamp,461,e0b3316c-6d15-48ab-9bd3-3eceafc14059
wZUVjeQcBaXDyAOeJ-3Usg,5581,-580,CurbRamp,SurfaceProblem,SurfaceProblem,465,9005a64a-fa73-4c84-b08b-b61eece1b9b7
s-QXWXaR5XU9pqjlxyT53Q,5001,-527,SurfaceProblem,NoCurbRamp,NoCurbRamp,474,e0b3316c-6d15-48ab-9bd3-3eceafc14059
2IXKA8Lo-Xz6bz3_dPS6wA,12520,-336,Obstacle,NoCurbRamp,NoCurbRamp,484,e0b3316c-6d15-48ab-9bd3-3eceafc14059
uYi9YKJFWCACSX2pYlozRQ,5498,-486,SurfaceProblem,NoCurbRamp,NoCurbRamp,495,9005a64a-fa73-4c84-b08b-b61eece1b9b7
iADqUa23eP8CpawHCRbUwQ,2694,-758,NoCurbRamp,NoCurbRamp,NoCurbRamp,504,9005a64a-fa73-4c84-b08b-b61eece1b9b7
cAH9XNYW9Lhzfqe38vglFg,5860,-1730,NoCurbRamp,NoCurbRamp,NoCurbRamp,522,68cc8f94-f364-42bf-a91e-c4f078d35dfd
FsPFt4Yrv4oGpSTMwFiU-A,9996,-1058,CurbRamp,NoCurbRamp,51,530,e4ff325c-309b-4ea6-8555-8f973e662362
C9UvMpIhLkrLqYICwi35tg,12282,-304,Obstacle,NoCurbRamp,52,531,e4ff325c-309b-4ea6-8555-8f973e662362
adVtKkoWK_JfgLoYv1Uqng,6833,-967,SurfaceProblem,NoCurbRamp,55,532,e4ff325c-309b-4ea6-8555-8f973e662362
KrzcKuNSdtj7EvFaJ5Sxew,4697,-1177,Obstacle,CurbRamp,33,533,e4ff325c-309b-4ea6-8555-8f973e662362
_8VcbFU6e9hewd94qW_vEg,2251,-137,Obstacle,CurbRamp,73,594,e4ff325c-309b-4ea6-8555-8f973e662362
nMM1dt0Bry5OkttQSEF7oQ,3614,-506,SurfaceProblem,CurbRamp,53,597,e4ff325c-309b-4ea6-8555-8f973e662362
Ss1eO5swy-KPlc8PH0k6jQ,1341,-658,Obstacle,Obstacle,67,608,0dbf3b4e-9111-44f9-9708-4b5b556692e0
Ss1eO5swy-KPlc8PH0k6jQ,1341,-658,Obstacle,Obstacle,67,3929,87833d72-b357-4e2c-81cd-23f58ff04c59
iPbpFY1-2KL173GGVtcUqw,12041,-340,CurbRamp,CurbRamp,54,614,87833d72-b357-4e2c-81cd-23f58ff04c59
3eI7KBp5RD86M1QArOmVGA,3701,-324,CurbRamp,Obstacle,56,615,87833d72-b357-4e2c-81cd-23f58ff04c59
3eI7KBp5RD86M1QArOmVGA,3701,-324,CurbRamp,Obstacle,56,4540,9005a64a-fa73-4c84-b08b-b61eece1b9b7
wBD7M52l6UfyE6K_71daFw,1739,-665,NoCurbRamp,NoCurbRamp,56,620,87833d72-b357-4e2c-81cd-23f58ff04c59
9PIo4fGqITUwi2S4nOlo9w,2774,-357,SurfaceProblem,CurbRamp,64,624,87833d72-b357-4e2c-81cd-23f58ff04c59
gg8csLiJ3ceaIPVmlVLLAQ,3775,-712,Obstacle,NoCurbRamp,36,630,87833d72-b357-4e2c-81cd-23f58ff04c59
LSqE1dN5esLkEEKQN485-w,4254,-230,CurbRamp,Obstacle,52,650,d3636d4c-2d16-410c-bf44-c066ecaf1c31
LSqE1dN5esLkEEKQN485-w,4254,-230,CurbRamp,Obstacle,52,3805,87833d72-b357-4e2c-81cd-23f58ff04c59
Q-Ql9rxp4pwTwSGpqE2AgQ,8827,-408,CurbRamp,Obstacle,Obstacle,654,3b7a167a-c04b-428b-8e2a-15e54d654c9a
Q-Ql9rxp4pwTwSGpqE2AgQ,8827,-408,CurbRamp,Obstacle,Obstacle,4297,b0befb65-23c4-442f-8e83-e227cc0a6b15
wFzxpB8CVInVfn6RsUZ3KA,28,-853,CurbRamp,CurbRamp,71,794,87833d72-b357-4e2c-81cd-23f58ff04c59
x6MT0p94QFHwrWzhBWhs5A,10777,-397,Obstacle,NoCurbRamp,50,797,87833d72-b357-4e2c-81cd-23f58ff04c59
VswdgQRJe5Zc4fAa_KfhMQ,13235,-932,NoCurbRamp,CurbRamp,54,799,87833d72-b357-4e2c-81cd-23f58ff04c59
jQdLwvjVMqab7AAsMcrVQA,3860,-775,NoCurbRamp,CurbRamp,CurbRamp,958,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
lk95zcW0edw2sZCB1rMPTA,12710,-408,NoCurbRamp,CurbRamp,52,959,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
lk95zcW0edw2sZCB1rMPTA,12710,-408,NoCurbRamp,CurbRamp,52,973,87833d72-b357-4e2c-81cd-23f58ff04c59
lk95zcW0edw2sZCB1rMPTA,12710,-408,NoCurbRamp,CurbRamp,52,979,757147c0-831f-47b6-b3dd-892475661256
lk95zcW0edw2sZCB1rMPTA,12710,-408,NoCurbRamp,CurbRamp,52,1284,af417124-b838-4a3d-9a56-124bd63059df
lk95zcW0edw2sZCB1rMPTA,12710,-408,NoCurbRamp,CurbRamp,52,2273,3fad51df-289e-4707-a4a5-044f90b1a12b
lk95zcW0edw2sZCB1rMPTA,12123,-498,Obstacle,CurbRamp,CurbRamp,960,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
lk95zcW0edw2sZCB1rMPTA,12123,-498,Obstacle,CurbRamp,CurbRamp,1194,afe1b8f5-4151-4c4b-ae5e-4afc5f782cf3
lk95zcW0edw2sZCB1rMPTA,12123,-498,Obstacle,CurbRamp,CurbRamp,2693,f4e4d073-2ffe-48c2-baaa-4d1ac0f5b8af
lk95zcW0edw2sZCB1rMPTA,12123,-498,Obstacle,CurbRamp,CurbRamp,2870,4b33f916-5c3d-42fe-8038-95f85eadc79a
lk95zcW0edw2sZCB1rMPTA,12123,-498,Obstacle,CurbRamp,CurbRamp,2985,135ceb54-c62b-4394-8cfd-e8df7ec80a90
lk95zcW0edw2sZCB1rMPTA,12123,-498,Obstacle,CurbRamp,CurbRamp,3164,b2bd7e1e-ba9c-4415-80f8-6003517b36a5
sHI3VxiyuYOovm4KrVUpmw,5825,-574,SurfaceProblem,SurfaceProblem,67,961,87833d72-b357-4e2c-81cd-23f58ff04c59
sHI3VxiyuYOovm4KrVUpmw,5825,-574,SurfaceProblem,SurfaceProblem,67,1328,6dcd986c-fdd9-44ab-9725-e5c7d557b451
sHI3VxiyuYOovm4KrVUpmw,5825,-574,SurfaceProblem,SurfaceProblem,67,1587,7cb17df5-0fbe-4c2f-8665-31f7f2db1e08
sHI3VxiyuYOovm4KrVUpmw,5825,-574,SurfaceProblem,SurfaceProblem,67,1861,c8edf122-fd5b-47f7-b439-7c3891c24e86
sHI3VxiyuYOovm4KrVUpmw,5825,-574,SurfaceProblem,SurfaceProblem,67,2459,73c5ac6a-1670-4f94-a619-7350c7ad49b6
A-eM226LYCgGNB1WLubj8Q,2339,-946,NoCurbRamp,SurfaceProblem,53,962,87833d72-b357-4e2c-81cd-23f58ff04c59
A-eM226LYCgGNB1WLubj8Q,2339,-946,NoCurbRamp,SurfaceProblem,53,1093,3d64fd16-19f2-457a-96d7-36f56d79ab98
A-eM226LYCgGNB1WLubj8Q,2339,-946,NoCurbRamp,SurfaceProblem,53,1112,8a84d5e0-2193-4fb3-877e-0a7cc38fe47c
A-eM226LYCgGNB1WLubj8Q,2339,-946,NoCurbRamp,SurfaceProblem,53,1331,6dcd986c-fdd9-44ab-9725-e5c7d557b451
A-eM226LYCgGNB1WLubj8Q,2339,-946,NoCurbRamp,SurfaceProblem,53,1488,38d35ebf-2520-470c-af69-f845d892ec95
A-eM226LYCgGNB1WLubj8Q,2339,-946,NoCurbRamp,SurfaceProblem,53,1511,5fd747f7-8519-4440-a264-7c1cd6ec9fdb
A-eM226LYCgGNB1WLubj8Q,2339,-946,NoCurbRamp,SurfaceProblem,53,1608,88fa134c-2aa7-4815-a7f3-a631fe9400a0
A-eM226LYCgGNB1WLubj8Q,2339,-946,NoCurbRamp,SurfaceProblem,53,1656,5f07d252-3939-4e82-9b77-d5ae0f30ddc2
A-eM226LYCgGNB1WLubj8Q,2339,-946,NoCurbRamp,SurfaceProblem,53,1661,f8f26754-59fb-4b11-b90f-cad6bf3690eb
A-eM226LYCgGNB1WLubj8Q,2339,-946,NoCurbRamp,SurfaceProblem,53,1989,17940883-bbe2-4f5e-a5b8-e751b7a7a7a1
A-eM226LYCgGNB1WLubj8Q,2339,-946,NoCurbRamp,SurfaceProblem,53,2055,5139f5dc-a6bd-4206-a753-31e7db4bd353
A-eM226LYCgGNB1WLubj8Q,2339,-946,NoCurbRamp,SurfaceProblem,53,2359,1e00ac1d-234a-43a5-90d6-a32cb5b06572
DF4VBwDNJeFEg80MG6WL-A,4043,-608,SurfaceProblem,SurfaceProblem,51,963,87833d72-b357-4e2c-81cd-23f58ff04c59
DF4VBwDNJeFEg80MG6WL-A,4043,-608,SurfaceProblem,SurfaceProblem,51,1358,0d0fdbda-4abb-4bb4-84f4-bd0c76eb84e1
DF4VBwDNJeFEg80MG6WL-A,4043,-608,SurfaceProblem,SurfaceProblem,51,1469,43bf89e5-ff19-40b6-b945-44dd6882a78c
DF4VBwDNJeFEg80MG6WL-A,4043,-608,SurfaceProblem,SurfaceProblem,51,1490,38d35ebf-2520-470c-af69-f845d892ec95
DF4VBwDNJeFEg80MG6WL-A,4043,-608,SurfaceProblem,SurfaceProblem,51,1687,f8f26754-59fb-4b11-b90f-cad6bf3690eb
DF4VBwDNJeFEg80MG6WL-A,4043,-608,SurfaceProblem,SurfaceProblem,51,1783,e9e3a214-c733-41a9-989e-51b0ae705626
DF4VBwDNJeFEg80MG6WL-A,4043,-608,SurfaceProblem,SurfaceProblem,51,1986,17940883-bbe2-4f5e-a5b8-e751b7a7a7a1
DF4VBwDNJeFEg80MG6WL-A,4043,-608,SurfaceProblem,SurfaceProblem,51,1992,2c7e2ae8-554a-46cd-bf96-50b7359043b5
DF4VBwDNJeFEg80MG6WL-A,4043,-608,SurfaceProblem,SurfaceProblem,51,2028,0ce035b0-0367-45cb-aa83-1cb334b7c07a
DF4VBwDNJeFEg80MG6WL-A,4043,-608,SurfaceProblem,SurfaceProblem,51,2074,5139f5dc-a6bd-4206-a753-31e7db4bd353
DF4VBwDNJeFEg80MG6WL-A,4043,-608,SurfaceProblem,SurfaceProblem,51,2446,20130617-b211-45e4-89e6-1f2288283334
p-rJVykMOw5fr52Lo8svYw,12272,-1048,NoCurbRamp,SurfaceProblem,64,964,87833d72-b357-4e2c-81cd-23f58ff04c59
p-rJVykMOw5fr52Lo8svYw,12272,-1048,NoCurbRamp,SurfaceProblem,64,988,24f9888a-c271-4b8f-9a5c-d67931c384b1
p-rJVykMOw5fr52Lo8svYw,12272,-1048,NoCurbRamp,SurfaceProblem,64,1356,0d0fdbda-4abb-4bb4-84f4-bd0c76eb84e1
p-rJVykMOw5fr52Lo8svYw,12272,-1048,NoCurbRamp,SurfaceProblem,64,1365,a7fd02fb-70ee-4683-b8f8-b7c9351128b4
p-rJVykMOw5fr52Lo8svYw,12272,-1048,NoCurbRamp,SurfaceProblem,64,1584,7cb17df5-0fbe-4c2f-8665-31f7f2db1e08
p-rJVykMOw5fr52Lo8svYw,12272,-1048,NoCurbRamp,SurfaceProblem,64,1852,f49eb660-1e7b-449b-b874-9742e0eb0651
p-rJVykMOw5fr52Lo8svYw,12272,-1048,NoCurbRamp,SurfaceProblem,64,1991,2c7e2ae8-554a-46cd-bf96-50b7359043b5
p-rJVykMOw5fr52Lo8svYw,12272,-1048,NoCurbRamp,SurfaceProblem,64,2414,20130617-b211-45e4-89e6-1f2288283334
p-rJVykMOw5fr52Lo8svYw,12272,-1048,NoCurbRamp,SurfaceProblem,64,3451,94954ce3-d643-4521-8910-5dec1e13d8ba
9l6MO0OP2_Pxuyd-dbeuZg,8175,-1308,NoCurbRamp,SurfaceProblem,60,965,87833d72-b357-4e2c-81cd-23f58ff04c59
9l6MO0OP2_Pxuyd-dbeuZg,8175,-1308,NoCurbRamp,SurfaceProblem,60,1190,afe1b8f5-4151-4c4b-ae5e-4afc5f782cf3
9l6MO0OP2_Pxuyd-dbeuZg,8175,-1308,NoCurbRamp,SurfaceProblem,60,1590,7cb17df5-0fbe-4c2f-8665-31f7f2db1e08
9l6MO0OP2_Pxuyd-dbeuZg,8175,-1308,NoCurbRamp,SurfaceProblem,60,1769,2b0da548-ba7c-4a21-8da9-cdcef60e0e6f
7YiyTzFbvNivLvYXAuu88Q,3194,-779,Obstacle,Obstacle,53,966,87833d72-b357-4e2c-81cd-23f58ff04c59
7YiyTzFbvNivLvYXAuu88Q,3194,-779,Obstacle,Obstacle,53,1100,3d64fd16-19f2-457a-96d7-36f56d79ab98
7YiyTzFbvNivLvYXAuu88Q,3194,-779,Obstacle,Obstacle,53,1223,2721e2d3-b15c-42df-b777-19b9c33e8636
7YiyTzFbvNivLvYXAuu88Q,3194,-779,Obstacle,Obstacle,53,1426,ce2a540c-1519-4be2-9d19-c57872816314
7YiyTzFbvNivLvYXAuu88Q,3194,-779,Obstacle,Obstacle,53,1822,776538a3-f510-4e84-b270-7b1a1f472483
7YiyTzFbvNivLvYXAuu88Q,3194,-779,Obstacle,Obstacle,53,1841,1b5e103c-fbdc-45a7-aef7-d84dc2e9068d
7YiyTzFbvNivLvYXAuu88Q,3194,-779,Obstacle,Obstacle,53,1883,f49eb660-1e7b-449b-b874-9742e0eb0651
7YiyTzFbvNivLvYXAuu88Q,3194,-779,Obstacle,Obstacle,53,2058,60f51dd5-7eb5-4959-a307-10eb5d3b8fc7
7YiyTzFbvNivLvYXAuu88Q,3194,-779,Obstacle,Obstacle,53,2703,c887abf7-6d33-4daf-9eeb-9a33e4467284
7YiyTzFbvNivLvYXAuu88Q,3194,-779,Obstacle,Obstacle,53,3758,717a56a8-a7f8-4a98-9b30-c2eab3ae85ff
EWazcRXx4rxAJN-uqRdT1g,5597,-441,Obstacle,Obstacle,85,967,87833d72-b357-4e2c-81cd-23f58ff04c59
EWazcRXx4rxAJN-uqRdT1g,5597,-441,Obstacle,Obstacle,85,1008,24f9888a-c271-4b8f-9a5c-d67931c384b1
EWazcRXx4rxAJN-uqRdT1g,5597,-441,Obstacle,Obstacle,85,1138,6dcd986c-fdd9-44ab-9725-e5c7d557b451
EWazcRXx4rxAJN-uqRdT1g,5597,-441,Obstacle,Obstacle,85,1159,9047ac35-318e-4810-a601-bc658e63b3ab
EWazcRXx4rxAJN-uqRdT1g,5597,-441,Obstacle,Obstacle,85,1278,a7cd4760-382e-4256-9305-5b11e008830d
EWazcRXx4rxAJN-uqRdT1g,5597,-441,Obstacle,Obstacle,85,1384,05de1cc4-02b3-4eb7-9958-2a4a2d32b828
EWazcRXx4rxAJN-uqRdT1g,5597,-441,Obstacle,Obstacle,85,1398,05de1cc4-02b3-4eb7-9958-2a4a2d32b828
EWazcRXx4rxAJN-uqRdT1g,5597,-441,Obstacle,Obstacle,85,1838,2fcbccac-e6d9-479b-9521-afd0c1290fa4
EWazcRXx4rxAJN-uqRdT1g,5597,-441,Obstacle,Obstacle,85,1930,19ce7bb2-1ef5-4904-9582-67a2b567cd29
EWazcRXx4rxAJN-uqRdT1g,5597,-441,Obstacle,Obstacle,85,2237,21d46b18-4f62-445d-b138-74d3763982d9
EWazcRXx4rxAJN-uqRdT1g,5597,-441,Obstacle,Obstacle,85,3221,a7118d60-68a8-4c78-b5a0-c7f6a01fabbc
EWazcRXx4rxAJN-uqRdT1g,5597,-441,Obstacle,Obstacle,85,3764,0f37c9ca-95f7-4ece-8cc7-70f9f4b27626
EWazcRXx4rxAJN-uqRdT1g,5597,-441,Obstacle,Obstacle,85,3895,0096cb8d-685a-46f8-b36f-008031699bbe
92ZZ-oToFsK3Zq25TIkzpw,4525,-404,CurbRamp,Obstacle,60,968,87833d72-b357-4e2c-81cd-23f58ff04c59
92ZZ-oToFsK3Zq25TIkzpw,4525,-404,CurbRamp,Obstacle,60,1141,6dcd986c-fdd9-44ab-9725-e5c7d557b451
92ZZ-oToFsK3Zq25TIkzpw,4525,-404,CurbRamp,Obstacle,60,1227,40a14254-4d12-471e-bb9e-202677f88d1b
92ZZ-oToFsK3Zq25TIkzpw,4525,-404,CurbRamp,Obstacle,60,1305,32f30b90-f995-45bb-bdc3-c53362cbf4cc
92ZZ-oToFsK3Zq25TIkzpw,4525,-404,CurbRamp,Obstacle,60,1955,e272c3a0-0ecf-4291-8854-88ef9e3b9f4a
hxvyzDJJpysNtJUSqylkmA,8186,-1193,CurbRamp,Obstacle,68,969,87833d72-b357-4e2c-81cd-23f58ff04c59
hxvyzDJJpysNtJUSqylkmA,8186,-1193,CurbRamp,Obstacle,68,1015,24f9888a-c271-4b8f-9a5c-d67931c384b1
hxvyzDJJpysNtJUSqylkmA,8186,-1193,CurbRamp,Obstacle,68,1185,9047ac35-318e-4810-a601-bc658e63b3ab
hxvyzDJJpysNtJUSqylkmA,8186,-1193,CurbRamp,Obstacle,68,1316,32f30b90-f995-45bb-bdc3-c53362cbf4cc
hxvyzDJJpysNtJUSqylkmA,8186,-1193,CurbRamp,Obstacle,68,1336,6dcd986c-fdd9-44ab-9725-e5c7d557b451
hxvyzDJJpysNtJUSqylkmA,8186,-1193,CurbRamp,Obstacle,68,1532,49b43550-01f1-44ac-8054-8e3236596d0f
hxvyzDJJpysNtJUSqylkmA,8186,-1193,CurbRamp,Obstacle,68,1810,1b5e103c-fbdc-45a7-aef7-d84dc2e9068d
