user_id,pano_id,sv_x,sv_y,label_type,pred
87833d72-b357-4e2c-81cd-23f58ff04c59,XbcGE_iTuUFgFRcuxw4Lxw,9900,-408,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,fuYW1uGYLzBBwmPI90m_aA,13222,-1079,CurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,7ZK4PUSVQfif1bPsjP8JEw,9170,-894,CurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,TRlHhQgZRg-7YdbuS2ZcRw,6170,-895,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,wRT5DqppvZxIkKxTnwhKKQ,1004,43,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,qKcgMxC0E7iYOYgpnUOs5g,12717,-1471,CurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,WqKuOs1PbcOoC5G3zUEzBw,10328,-1363,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,bPYCj6ch-cYa6AVdhI9b4g,4372,-598,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,1jrN_CfCISFuUl3AfYLRqg,2622,-334,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,DN0V5puhQlHiraVdKlFL4Q,5967,-289,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,xFp744prH_VLbDGgeaklUQ,2632,-918,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,69s6fWR9khz9qPO4mOolfQ,10756,-657,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,TfU_YDSjsSxBOFXCnHRDXA,4818,-416,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,RJYhu38yHmUD9malka91Rg,10082,-642,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,eIVn8RG0dGKr0pkF6pUdyg,2532,-924,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,1w1keBdCTm0pGWGU8YyGbg,5005,-1554,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,WYK5vMp7Rca9u2vyCqY5XA,11590,-369,NoCurbRamp,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,DEPGNeEX8k25QfeCRNaFnQ,4017,-1573,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,p344CeE9V567UkNeclnkpg,11079,-486,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,8cj7lWJfkNCiHTrlqWXgIg,5710,-1548,CurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,sOCmlbvXmh-377454MG-OA,9785,-742,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,z85-2Tjs83c3Kz9pfqnPyA,297,-304,CurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,4iPWJxUO409In8Fvx0wfBA,1098,-243,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,UvvrZ6scbAlBSloaXVvHYw,6458,-54,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,S8Ww9ACEAr4MYy0CqxNhJg,4886,-522,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,DN0V5puhQlHiraVdKlFL4Q,6802,-532,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,leY821gR1uMYBC98jX4EaA,1629,-499,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,QOgRb0rMBV_1fmf9fwyizg,3675,-841,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,#NAME?,8041,-633,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,hxbvZfI8EqSLoRVtTHpYzQ,8016,-763,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,bPYCj6ch-cYa6AVdhI9b4g,3585,-1395,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,FLKO6KFnU_h2CXgleECfeQ,10647,-1081,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,uzvaWPqcClL-Oh1MhOOMOA,7234,-604,CurbRamp,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,qxNs2EjpZTey9_tAdtYK2g,8261,-597,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,6DkAUlF5do5k0Cq12pBBQA,29,-1140,CurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,UQhpn1rBa7ndylusPjey1Q,7499,-584,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,hUurWZGYVg3HchKNUTYK_w,1053,-340,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,zMF1IvowYc2l82ljhmsgvA,12228,-555,CurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,re2hcUdb3ApVppWd9QXMiQ,11801,-293,CurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,GsVivvFUAiFRfs_3lDLlAg,5443,-338,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,GskW9dorrgqJtzPW4dPPhw,9804,-751,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,T9HFaAfsxPfVu2xk4g731w,11361,-878,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,M0nlWx_bAYv0DC5PRNUy2g,11427,-441,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,Q4AUsQpHmIVXwkgdxU6vtw,12277,-209,CurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,MBzSJBPmv4hVOhgyQC1PNg,12004,-841,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,8dSgHdnFuAenWrVs3mg9CA,6541,-1002,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,k0dd6GkmxW1XcSCr5TkEdA,11887,-345,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,KgZyh74dgi0q5IdqA-6VcA,9174,-977,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,SAl0io-R6DiYC8iJvUo9eQ,1057,-368,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,lrK4M-wN-Zt-iFrkFvJmCA,445,-957,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,F4g7Z0B0lCff4ROvz3wU1A,1382,-415,CurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,0aQHYt0H7u6crRdobjxesQ,11378,-243,Obstacle,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,ck6TxB5T_HVytP8Eo-g6BQ,931,-525,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,S6Ps65HOlXkivlVnexpqIw,10142,-776,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,EUpaYxrCD7aigc1rTbClQw,11339,-674,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,UvvrZ6scbAlBSloaXVvHYw,10787,-539,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,onzGMxPocf0VrwQQlpJJFQ,2798,-905,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,eRLK4mEsZtUNL3nv9Dz-Jw,6911,-679,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,9LheR8WQoFm530UY_HXxqQ,2957,-650,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,jXh9fCj21PspjMn-ek3msA,2772,-440,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,5Dbddf5Rk68HstSO8YpCEQ,10042,-685,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,2QRe6A20nba7GHWIKwk6xg,7819,-1191,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,isCPBhtOBBRM17BKJnPphw,4444,-507,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,F4g7Z0B0lCff4ROvz3wU1A,8790,-384,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,tQrFEQXpCUThIuDZ80QMBw,6685,-1242,CurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,ym1iTDRHmLreZ7MpuZtu4w,2365,-521,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,a_fnCh1HdHkwyIntCWuYqg,12267,-632,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,i_J9d7Ys8yEXfT2rZRrVZA,7700,-407,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,CuJC-6kpVh8uGIHrzveRTg,4554,-684,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,EZZ7uKmV9ZYZzVhx0bPufw,8388,-424,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,uGxJ71yyyBd11g12Tv1O-A,2212,-450,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,IeZhtkjiLmT4LJ0tPieW6A,1311,-1086,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,mhwA5ABQ39C03kCaKjBxlg,3264,-454,NoCurbRamp,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,NlPm9p2vJ_ze82U40m_YWg,194,-325,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,TQuLd6Vx8Fry5m95eQK3MQ,447,-247,NoCurbRamp,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,Y8GW9N5x3GGqM90Lp8LJpg,4990,-334,CurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,yHe_2s4yNzlM6EOrcx7KKw,3988,-607,CurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,ce2PVxbNDYLX87npLSCoDA,1685,-399,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,9GmzxhZDvyFEs8wojaSVWA,4641,-488,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,w0N0maCBZTDcL0hb5bVrYg,11993,-390,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,HBB-XIncA8zzDbI4yJIVmA,11141,-387,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,cnVXQwJ6pVMMw1Gf-MUouQ,147,-960,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,ihMUtIKrz6KiXOVuK53v0w,7709,-443,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,FRv-Ay82_ny3I0WlEOIEpw,11434,-377,CurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,0aQHYt0H7u6crRdobjxesQ,5717,-857,Obstacle,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,YLVGfibdlCOCsy-lnDvECg,10831,-599,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,TsfYmV7_nwSAU58UG7yCbw,8738,-708,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,iTTlgCNjCARpP9w9HdCl-A,6309,-474,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,pAcgmmMizDjH7Hdk6mE6rA,1546,-457,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,6ynIbC01KpyM2BlPUkZofQ,11721,-736,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,dzzShCGS4cliYYWN1ZfHHw,896,-338,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,icobytnoJEhGacv8PRL3mA,7567,-478,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,6zQOX0dYpr4q626fj3jf6g,11657,-472,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,az1w-CHPQpVl134D6Ne-yA,547,-467,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,8_sEfeFXdjNjWGxS3q7JZA,2968,-456,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,oNyXcvVWiLsN757lydfbVA,5709,-1337,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,WJUZIyJ5JkFiFQeqGHmNSA,759,-233,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,hCPWpRH3xyNW2wdOmXJNWA,10181,-577,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,o6SWf2-zzuKDDV6mYRmz0A,461,-727,CurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,Nhh5SYUqBsOnouugNtvPPw,3647,-357,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,KtHQ5by6Otdmj2vO0FBY_w,6610,-870,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,Vh2I4SY9z2WsHnB__zu6Og,12150,-710,CurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,9MwHRmER6kgytWfS6E-0oQ,9490,-840,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,9v6jK9SQpfhnh4vRD6I-hQ,1833,-563,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,rc7_UvAQNuPxx6xpt0ES7g,9193,-718,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,eRj3s8hVDOJhuJQCXqV01A,13045,-993,NoCurbRamp,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,4t6FWqm8aHm4g7leYOceCA,3062,-815,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,P2CphnHCVr2nu-4w370U9g,9891,-728,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,Uw2anZGZJLZk5ypDrjvKuA,3371,-372,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,2xKFzZ867v7yP7sTQ3slzw,10990,-977,NoCurbRamp,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,#NAME?,9623,-248,CurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,nWLYacvkCGEo0HLeEIT_uw,6728,-198,CurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,-2xV0hzuuZJUQLmy4ywq4g,11283,-1236,CurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,GTwlDBtltPQSYOpwJxqmnA,3604,-871,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,KPZIuFOTTyBXbSVF6m6dWA,1524,-335,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,ut4qMwza8Fm4-pCgUm2tpg,9315,-234,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,onx8rfWJFzm9_8iehxtjMw,2114,-568,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,I327BhHhrsWkZbq6rmiXmg,12634,-360,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,ihMUtIKrz6KiXOVuK53v0w,9888,-648,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,M3Iyqm4x6WRiuK2AOzYI1g,2859,-639,CurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,MtWlrPN4fdVH-uah1nfVzQ,10679,-675,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,4cr9LN51fb7llzu0mQgdTw,2564,-498,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,xFp744prH_VLbDGgeaklUQ,2630,-859,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,ykzPnVQAsvxKNkVEiKyxkg,6958,-557,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,XBNIqNtln8F42wFkPSoLDg,6281,-592,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,hZs81KpMS0TM2ikDFUGtNA,11358,-420,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,Y0ZLWKW6RqXxq2nQGuRnlg,3175,-890,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,hWLvai6tfFAGfh0BjgaD6g,4390,-702,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,3Rge-ZazX_ldBJWQUOSCBw,5134,-563,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,r04IeQFxTdAHiNYRBRtM8Q,13294,-1728,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,i3uY8inAzh5jgY3Z_hJMFA,8309,-463,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,qxNs2EjpZTey9_tAdtYK2g,4623,-710,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,5c-hOvVggmis3LdneMIyeQ,11289,-622,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,Zi-DOv2yglrFF_YC9IjOSg,8842,-540,CurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,ZXEI6UwLaEZ2anCFUNIDPw,8935,-409,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,FEzmFUOj2cHePgFLfTw1QA,3020,-699,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,R4XpPIMn0wSG1Bzsc358UA,9020,-1268,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,zJ5lbwT81GrtcPSbcjsL3Q,3219,-751,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,tRWEf4ITHGumFDoqm5jBTA,9288,-869,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,WdnPJQioSs9ing5QD3NuEg,12034,-495,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,9DxD3lVLLgb8KmOBdOPoBA,2679,-604,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,81pYxDghIlWv5oRuWn1Ytw,1921,-732,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,5sv71LvpTHD5wwI8CFCF_g,7536,-666,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,uzu_cGjuCersRGQZBOxrxA,1533,-1057,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,6fSKmt05gqEaVgxRsLc0Tg,9215,-474,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,UmFyOd2rpXw1npa6TEe4hA,5992,-150,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,ihMUtIKrz6KiXOVuK53v0w,5236,-360,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,TaYAETLW9tmw4X2uS4wPEw,4390,-960,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,n1VAM-mgCW7XZujDPeYf1Q,4877,-385,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,1d7XZDnmaCi88G_u8t_ryA,2641,-496,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,TTppOmmNfx3b3rInckfPmA,3014,-523,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,RCJb6sMYQpbCcuJEH-uUwQ,4506,-485,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,ElKlsmPuAEyNlkkNamP1-A,12203,-424,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,DxxGon_xG3K25wMDpD7m_Q,11117,-961,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,8TDMD33E00D9ogR063aK-Q,653,-899,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,BJpminEKnUfLAjySLenpxg,2469,-666,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,HSRAQvsgk9N2d8ZDUpNwHQ,5027,-597,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,qL9JmChT72BRpJEdXd9BOQ,5254,-678,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,esgz0Pl2v6ge5HW1QXpYLg,8175,-497,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,rAGUNotIXOCmxY3XoJBWsw,12198,-250,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,67gFRzJNmRdJKNJxLIgSNQ,1528,-655,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,_aBoz22hPrwWreI1ntCvRw,8533,-1082,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,54tlVBlD9ctfiZYPB2iKVQ,6214,-873,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,VQy9SJTmc55idWx769MssA,1579,-803,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,b6GDivTf8EoFVDLDtVa2eA,5114,-628,NoCurbRamp,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,1zJwqY-RfaBIPtjZeAI73g,10762,-1157,NoCurbRamp,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,Z2ARcgcrxNl-ukWCh93T3g,9550,-221,NoCurbRamp,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,IB5q1cCKTfzasgQBjObQTA,4989,-657,NoCurbRamp,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,MBZ7ao-cVpi6tfhSFMbY2w,209,-259,NoCurbRamp,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,Y8GW9N5x3GGqM90Lp8LJpg,2807,-394,NoCurbRamp,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,#NAME?,3129,-1834,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,KjYQBbzP8zijW6BViUvsrg,8515,-846,NoCurbRamp,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,azum_G4cMsbqNY-fA9sA1Q,7691,-1165,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,Gyf42ha2nBSCmarIn7vpWA,9871,-941,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,TG4f0NlnX8PuzgvK2D38oA,173,-486,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,kiWIHsPfTRQUwMBT-KgJmw,11935,-987,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,6KLfdRWsXuVtud0nB7qVUA,5420,-1426,NoCurbRamp,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,VKVm07yJ0NMDw6zX8NyNpA,4184,-236,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,rwt2sF1gvt47UKrH-p1hlA,2397,-228,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,X6EUlCEOBYLxI_JXhZLKuA,9500,-491,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,F-FJqIC-Av44JS_6iXEQYQ,11905,-113,SurfaceProblem,TRUE
87833d72-b357-4e2c-81cd-23f58ff04c59,sfm4U_SOqDLftmstlKd5VQ,3905,-1171,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,wEGKsyBEwoOsPh2HDHHXxw,11777,-347,SurfaceProblem,FALSE
87833d72-b357-4e2c-81cd-23f58ff04c59,1mK4e0OLMTp5wD-1mVkwvw,4726,-477,SurfaceProblem,FALSE
