user_id,time_stamp,label_id,pano_id,sv_x,sv_y,type,label
9005a64a-fa73-4c84-b08b-b61eece1b9b7,22:24.0,60780,fSrbTV0mfu809qLYaqgAYg,5100,-917,agree,CurbRamp
9005a64a-fa73-4c84-b08b-b61eece1b9b7,22:25.9,17287,YM4nAT7gM0aPdJxl0jW0fQ,4268,-515,agree,CurbRamp
d3636d4c-2d16-410c-bf44-c066ecaf1c31,23:39.7,49438,MZhaBrtcRc9CsceV5O54zQ,1050,-506,agree,NoCurbRamp
d3636d4c-2d16-410c-bf44-c066ecaf1c31,53:15.4,44615,m0mYauhwfMMlXygRJcscWA,5150,-886,agree,SurfaceProblem
9005a64a-fa73-4c84-b08b-b61eece1b9b7,22:28.0,14203,JKH9aakPDCu6rwiEFIKLzQ,3518,-782,agree,CurbRamp
9005a64a-fa73-4c84-b08b-b61eece1b9b7,22:39.9,30495,gofZ-Q3R1WzlosDLRiAMFw,10817,-488,agree,CurbRamp
d3636d4c-2d16-410c-bf44-c066ecaf1c31,22:36.0,58735,ttmRuKr685_7Su-aDgZFiQ,2499,-477,agree,SurfaceProblem
d3636d4c-2d16-410c-bf44-c066ecaf1c31,23:54.3,69680,HzCJt_dg3GBoHkxcWxwqjg,11884,-353,agree,NoCurbRamp
e0b3316c-6d15-48ab-9bd3-3eceafc14059,37:31.1,19635,vkPzWZTa6gw9w7wFdjqVSg,6803,-441,agree,NoCurbRamp
b0befb65-23c4-442f-8e83-e227cc0a6b15,10:13.8,55012,t1uFwad8e97tPp3XBr0zfw,4464,-492,unclear,Obstacle
d3636d4c-2d16-410c-bf44-c066ecaf1c31,10:10.1,51816,Bc9upP0PjHEvvsacGV0UkQ,12958,-558,disagree,NoCurbRamp
d3636d4c-2d16-410c-bf44-c066ecaf1c31,10:45.7,13329,5fVzqjMYpb6anEDjM45KQQ,9602,-749,agree,CurbRamp
b0befb65-23c4-442f-8e83-e227cc0a6b15,13:01.1,30332,dLXmIovytw5_d_FpBRrEPQ,9620,-1356,agree,CurbRamp
d3636d4c-2d16-410c-bf44-c066ecaf1c31,16:55.1,65253,uMz9QA2UZRmJNT6ElijvmQ,12153,-310,disagree,Obstacle
d3636d4c-2d16-410c-bf44-c066ecaf1c31,11:11.4,18066,QocVVHJBDHVrMFgke6QKjQ,1707,-523,agree,CurbRamp
d3636d4c-2d16-410c-bf44-c066ecaf1c31,15:13.0,60003,q0QbB1WSVDvzf7UoXoBeiQ,12588,-403,disagree,NoCurbRamp
d3636d4c-2d16-410c-bf44-c066ecaf1c31,16:39.3,10947,r_Gd8yZB4Vz1m25qBjS7Rw,415,-532,disagree,Obstacle
b0befb65-23c4-442f-8e83-e227cc0a6b15,12:54.2,58211,cCeAFhHsd3Goc33pJtjmMw,2355,-341,agree,CurbRamp
b0befb65-23c4-442f-8e83-e227cc0a6b15,12:35.3,49725,7EFgEZKYmUh9Pu2xJD6ZmQ,6515,-106,agree,Obstacle
d3636d4c-2d16-410c-bf44-c066ecaf1c31,12:25.5,68871,NRK4ZCylYoTDUiDXDy9TdA,12954,-536,disagree,SurfaceProblem
d3636d4c-2d16-410c-bf44-c066ecaf1c31,13:05.5,64945,jc8-mY3L3fbJRde2pUEqNA,1617,-371,disagree,SurfaceProblem
9005a64a-fa73-4c84-b08b-b61eece1b9b7,43:16.9,11760,Zs3EDRVyofY0sHhektE9Ng,1500,-209,disagree,Obstacle
9005a64a-fa73-4c84-b08b-b61eece1b9b7,43:27.2,75566,pg1YXHj3fHnMYow9OIybEw,163,-525,agree,Obstacle
9005a64a-fa73-4c84-b08b-b61eece1b9b7,47:36.2,48611,IWNF-Z7zVtvCWeYCTT6Wjg,10426,-626,agree,CurbRamp
9005a64a-fa73-4c84-b08b-b61eece1b9b7,48:10.1,47506,KBaRiWwUnAEEbQ3zmGZe3w,9675,-1182,agree,NoCurbRamp
9005a64a-fa73-4c84-b08b-b61eece1b9b7,17:43.8,15447,pnKXyh9UE9wpt83xqbEyiA,3217,-886,agree,NoCurbRamp
9005a64a-fa73-4c84-b08b-b61eece1b9b7,17:58.8,69808,gym9tT_y6mwIGgRB0DBeIw,6841,-784,agree,NoCurbRamp
9005a64a-fa73-4c84-b08b-b61eece1b9b7,24:04.8,63216,DfBB49yJT8mZojp8foAiWA,10887,-847,disagree,SurfaceProblem
87833d72-b357-4e2c-81cd-23f58ff04c59,54:36.4,48613,cwVCPdWzppH7lfzdymEHCw,7909,-458,disagree,SurfaceProblem
87833d72-b357-4e2c-81cd-23f58ff04c59,55:11.0,72229,8gf5-4MvZjnaTp2LFAnYuw,855,-133,disagree,Obstacle
87833d72-b357-4e2c-81cd-23f58ff04c59,55:20.5,16648,h11czeAIx9gJzUGmhtIGgg,4887,-588,disagree,Obstacle
87833d72-b357-4e2c-81cd-23f58ff04c59,56:02.8,8942,FAvWPJhmfTNr7hbsAZvJfw,3234,-538,disagree,NoCurbRamp
87833d72-b357-4e2c-81cd-23f58ff04c59,56:13.3,61338,bahgSNQ5d_Dz62oye9LiaQ,2647,-526,agree,NoCurbRamp
87833d72-b357-4e2c-81cd-23f58ff04c59,56:16.7,41751,TvdwArjp4990j8JtZybD7A,11207,-395,agree,NoCurbRamp
9005a64a-fa73-4c84-b08b-b61eece1b9b7,11:16.2,15581,Uekwx1Ex2uVzyzPPYQRi6A,1170,-998,agree,CurbRamp
9005a64a-fa73-4c84-b08b-b61eece1b9b7,21:41.6,29783,OBBnFoFnDJSVBB2BBBFOdw,3737,-709,agree,CurbRamp
9005a64a-fa73-4c84-b08b-b61eece1b9b7,16:05.2,19193,JnepRbIjpmkLkWMnCSvoAA,4129,-794,agree,CurbRamp
9005a64a-fa73-4c84-b08b-b61eece1b9b7,22:57.5,40384,hplUJJVYDEcgkxvylpNH5w,4089,-584,agree,SurfaceProblem
9005a64a-fa73-4c84-b08b-b61eece1b9b7,23:41.3,48301,sCHyETJJbHuZC-pYG9_3sg,174,-877,disagree,SurfaceProblem
9005a64a-fa73-4c84-b08b-b61eece1b9b7,24:39.1,18599,ZkFwmq8FUrikkoGQFXRrxw,12604,-201,agree,CurbRamp
9005a64a-fa73-4c84-b08b-b61eece1b9b7,24:41.7,64015,jlKDztmiNfp4jr0sQoxTbw,5513,-387,agree,CurbRamp
9005a64a-fa73-4c84-b08b-b61eece1b9b7,7/12/2019 11:15,67638,ZCqkZIPf-5mKuuBzA1VM5g,11695,-693,agree,Obstacle
d3636d4c-2d16-410c-bf44-c066ecaf1c31,27:01.8,54431,mp-OV8fxbz7LqQnl4iQC7w,8911,-507,agree,Obstacle
d3636d4c-2d16-410c-bf44-c066ecaf1c31,27:22.2,46094,QIM5x3fBQttbne6TiKsgeA,7533,-441,agree,Obstacle
d3636d4c-2d16-410c-bf44-c066ecaf1c31,27:51.0,41953,nUnnxhWGRzj7hDY8p3zfug,7061,-471,agree,Obstacle
9005a64a-fa73-4c84-b08b-b61eece1b9b7,31:08.5,59759,vi-Tet8Q-A1fNti7Qzd5rg,3940,-834,agree,NoCurbRamp
9005a64a-fa73-4c84-b08b-b61eece1b9b7,31:53.8,67357,5i2MOfbRocsZbKBi2b-VvA,8356,-460,disagree,NoCurbRamp
d3636d4c-2d16-410c-bf44-c066ecaf1c31,38:42.1,53790,JGg8qKeykD7jZMvHpqqPmg,8480,-362,agree,NoCurbRamp
9005a64a-fa73-4c84-b08b-b61eece1b9b7,31:50.0,61960,NqUM0mvOQv6Bxsf6CVOmhg,8786,-298,disagree,NoCurbRamp
d3636d4c-2d16-410c-bf44-c066ecaf1c31,35:49.2,51653,4UEgJ_XxljPnsgorTrE_CQ,11167,-429,disagree,CurbRamp
d3636d4c-2d16-410c-bf44-c066ecaf1c31,36:36.3,71875,KzaQrQL9-z3aSmg1vAkyvQ,318,-229,agree,CurbRamp
d3636d4c-2d16-410c-bf44-c066ecaf1c31,38:38.1,69774,MXn0DAfRDkvQm_cNhGPyPQ,7940,-252,disagree,NoCurbRamp
87833d72-b357-4e2c-81cd-23f58ff04c59,00:22.5,41173,xAKnZww3guNtMagjhlHNRQ,4901,-910,disagree,NoCurbRamp
87833d72-b357-4e2c-81cd-23f58ff04c59,00:38.1,60760,20ONnt3aFpkHq67qQgIYeA,2694,-170,agree,NoCurbRamp
9005a64a-fa73-4c84-b08b-b61eece1b9b7,24:12.8,14119,LpxB5njKcDvNcabEMK2aLA,10554,-510,agree,NoCurbRamp
87833d72-b357-4e2c-81cd-23f58ff04c59,23:27.9,30555,dt23Y9NYsDfMpAIXHRRarA,5924,-1211,agree,CurbRamp
87833d72-b357-4e2c-81cd-23f58ff04c59,27:57.5,69544,0Bz7GWphV-PmTlC9dsQbjQ,5805,-497,agree,Obstacle
56fe90ca-ff6a-4008-ba8e-0e2dcd8b227c,35:51.1,72133,xXKPm-BVf_rxoIgYHtYpqg,1017,-1762,agree,SurfaceProblem
87833d72-b357-4e2c-81cd-23f58ff04c59,28:33.7,34771,aAGjeSdjJomdUnvPIEC_zg,7823,-88,agree,NoCurbRamp
56fe90ca-ff6a-4008-ba8e-0e2dcd8b227c,35:25.1,54309,eQXWsBOg1GO41DXFOeqbFQ,10888,-630,agree,SurfaceProblem
56fe90ca-ff6a-4008-ba8e-0e2dcd8b227c,36:10.8,58760,5GYHiVr_n99pMD9AARgtVg,6518,-577,agree,SurfaceProblem
56fe90ca-ff6a-4008-ba8e-0e2dcd8b227c,36:49.5,46582,-1uvo97rs8k107RveEN0Tw,12008,-256,agree,CurbRamp
56fe90ca-ff6a-4008-ba8e-0e2dcd8b227c,35:59.6,45948,t8vix1M_9KBY41DkLnOJBw,7570,-540,agree,SurfaceProblem
dce5984b-25d9-48f9-b8b7-640202b3be3c,46:53.2,74258,t7z8OZ-YQ47PM5ClaFvITA,7698,-1287,agree,Obstacle
dce5984b-25d9-48f9-b8b7-640202b3be3c,46:57.6,75820,iiMBe1DdNTZvVqCNs-ssew,9720,-212,unclear,Obstacle
dce5984b-25d9-48f9-b8b7-640202b3be3c,47:19.4,73012,ZTe_rBk-rMt8u4580TiVpQ,3999,-877,agree,Obstacle
dce5984b-25d9-48f9-b8b7-640202b3be3c,48:18.4,73891,55JjCbPXgFP2w7ubAXi7Vw,58,-597,disagree,Obstacle
b0befb65-23c4-442f-8e83-e227cc0a6b15,57:02.1,74382,hQosDTopvMST59UWWriYaw,8483,-449,unclear,NoCurbRamp
b0befb65-23c4-442f-8e83-e227cc0a6b15,58:17.0,72711,i4zOgKHszW-Cjyjw1jaycw,7537,-279,agree,SurfaceProblem
9005a64a-fa73-4c84-b08b-b61eece1b9b7,15:38.5,75977,vidFFNEXUX0xnc4yKRcrXg,6182,-430,agree,Obstacle
e0553cc7-41e3-48d2-8a78-5e4d5a5735dc,26:54.5,45410,z6R-A191-t3SbOELKoAKFg,6530,-587,agree,CurbRamp
87833d72-b357-4e2c-81cd-23f58ff04c59,31:33.3,32078,d9RqNEOHvydTaqilGthZ4Q,8162,-562,agree,CurbRamp
e4ff325c-309b-4ea6-8555-8f973e662362,37:09.5,15136,15OZjQD4EMVZVNJEgNU98g,2160,-483,agree,CurbRamp
dce5984b-25d9-48f9-b8b7-640202b3be3c,40:07.9,25023,2gVAEkNhqrCBpI5CJqtErQ,654,-483,disagree,NoCurbRamp
b0befb65-23c4-442f-8e83-e227cc0a6b15,52:12.0,71278,i0KB5SM3kOWYwh7iS-Rh3g,10857,-311,agree,NoCurbRamp
b0befb65-23c4-442f-8e83-e227cc0a6b15,52:15.3,14081,3IVdmHCc5ryGzLSjqzHErw,2737,-1229,agree,NoCurbRamp
e0b3316c-6d15-48ab-9bd3-3eceafc14059,52:57.0,14481,iVpibSMib54SLGLka8TioA,5739,-755,agree,CurbRamp
b0befb65-23c4-442f-8e83-e227cc0a6b15,55:08.0,74570,fz5xclCGUL9z1Oy-o3orFA,5553,-469,agree,Obstacle
b0befb65-23c4-442f-8e83-e227cc0a6b15,59:30.4,64510,zeI4XoudcN52oN96CgJsfg,9700,-1067,unclear,NoCurbRamp
b0befb65-23c4-442f-8e83-e227cc0a6b15,00:20.4,57412,ToAZiZjiLACRw-_9dvUXyg,3740,-536,unclear,SurfaceProblem
b0befb65-23c4-442f-8e83-e227cc0a6b15,08:16.1,56038,zf79ofr2CiTwg_jh6EApyg,9493,-194,unclear,SurfaceProblem
e0b3316c-6d15-48ab-9bd3-3eceafc14059,52:44.7,14134,q5nIk6C0UYRzhDthZIhfiA,11301,-174,agree,CurbRamp
e0b3316c-6d15-48ab-9bd3-3eceafc14059,55:50.1,44627,jY-BDKwfx6R9rfu14rd4yg,4056,-206,unclear,Obstacle
b0befb65-23c4-442f-8e83-e227cc0a6b15,59:05.0,70644,mMRz0YY6rt5e-cj5raYc6Q,181,-426,unclear,NoCurbRamp
b0befb65-23c4-442f-8e83-e227cc0a6b15,02:30.6,67521,EhQTTWPaoFc7qiMgFqdyxA,3871,-219,agree,CurbRamp
b0befb65-23c4-442f-8e83-e227cc0a6b15,05:04.6,70636,rjj29QuI7FvIVeLa_gRWNg,550,-148,agree,CurbRamp
9005a64a-fa73-4c84-b08b-b61eece1b9b7,14:05.8,75977,vidFFNEXUX0xnc4yKRcrXg,6182,-430,agree,Obstacle
9005a64a-fa73-4c84-b08b-b61eece1b9b7,15:41.9,75974,9XrJShI09L_AqYJT-HCbwQ,12729,-603,agree,Obstacle
56fe90ca-ff6a-4008-ba8e-0e2dcd8b227c,26:59.0,14100,pIPhijM5bbK-lDWwKd9e2A,7623,-810,agree,NoCurbRamp
b0befb65-23c4-442f-8e83-e227cc0a6b15,33:05.2,13608,_vzsCzYiuNyJmqG0H7tIjQ,8190,-332,agree,CurbRamp
56fe90ca-ff6a-4008-ba8e-0e2dcd8b227c,47:53.8,7700,Gk6gpUH71DepeZeUrzIlSg,5780,-790,agree,CurbRamp
b0befb65-23c4-442f-8e83-e227cc0a6b15,03:05.7,71216,3jw1n1_ed1R9NcRu4qO6RQ,7758,-555,unclear,SurfaceProblem
b0befb65-23c4-442f-8e83-e227cc0a6b15,05:16.2,26036,6k6ARBmtZd_CUSJhLWW8Wg,1073,-347,agree,CurbRamp
9005a64a-fa73-4c84-b08b-b61eece1b9b7,11:19.8,70951,IDnvGXA_xel5WEL5ETad-g,2202,-559,agree,CurbRamp
9005a64a-fa73-4c84-b08b-b61eece1b9b7,13:42.7,72543,c0-DhiAQTBi3FdT06ziLwg,682,-343,disagree,SurfaceProblem
dce5984b-25d9-48f9-b8b7-640202b3be3c,23:13.0,7477,wi0ofDpeLx3wiDEO_gflVA,8190,-675,agree,CurbRamp
e0b3316c-6d15-48ab-9bd3-3eceafc14059,22:40.6,69524,86u3qD2Bwk8gC_y3zEa1kQ,11182,-298,agree,CurbRamp
87833d72-b357-4e2c-81cd-23f58ff04c59,25:27.5,70656,Q4S9I762W2yfuC1Mksdhiw,9253,-566,agree,SurfaceProblem
56fe90ca-ff6a-4008-ba8e-0e2dcd8b227c,26:38.1,70890,AATI5X3sUnVdh2wUia5IVg,4991,-571,agree,NoCurbRamp
b0befb65-23c4-442f-8e83-e227cc0a6b15,56:00.8,32107,G2v7njKBzqp2urA-vWJNBA,8628,-716,agree,CurbRamp
e0b3316c-6d15-48ab-9bd3-3eceafc14059,56:49.9,73203,gEKHj5Jo5mOHmj20egl3ow,1270,-563,disagree,Obstacle
b0befb65-23c4-442f-8e83-e227cc0a6b15,10:05.1,71075,Vac3-5JWpwiCFXq-g5aLQA,5174,-400,disagree,NoCurbRamp
9005a64a-fa73-4c84-b08b-b61eece1b9b7,14:24.0,75977,vidFFNEXUX0xnc4yKRcrXg,6182,-430,agree,Obstacle
9005a64a-fa73-4c84-b08b-b61eece1b9b7,15:37.1,75974,9XrJShI09L_AqYJT-HCbwQ,12729,-603,agree,Obstacle
56fe90ca-ff6a-4008-ba8e-0e2dcd8b227c,47:57.1,26028,6k6ARBmtZd_CUSJhLWW8Wg,9990,-219,agree,CurbRamp
9005a64a-fa73-4c84-b08b-b61eece1b9b7,10:05.2,21438,UkvpmXJ0tj9ZlR83w7jdkA,9089,-302,agree,CurbRamp
dce5984b-25d9-48f9-b8b7-640202b3be3c,13:17.9,71206,MxRh04UPEQ2UskT18Oniug,10539,-837,disagree,SurfaceProblem
9005a64a-fa73-4c84-b08b-b61eece1b9b7,14:07.2,75974,9XrJShI09L_AqYJT-HCbwQ,12729,-603,agree,Obstacle
e0b3316c-6d15-48ab-9bd3-3eceafc14059,20:51.6,14076,dr8fDI1c7poVQWtAqKGB2A,9690,-829,unclear,SurfaceProblem
dce5984b-25d9-48f9-b8b7-640202b3be3c,23:39.4,11690,IVVACBNYutct4UiZjp0ojw,10783,-977,disagree,CurbRamp
56fe90ca-ff6a-4008-ba8e-0e2dcd8b227c,26:45.4,46620,9RIotkmfT537nMD3e24NDg,4209,-527,agree,NoCurbRamp
b0befb65-23c4-442f-8e83-e227cc0a6b15,00:28.6,38258,ZOtvBrM_AOBWRb5eKG5bjA,2992,-689,disagree,SurfaceProblem
dce5984b-25d9-48f9-b8b7-640202b3be3c,01:56.5,61812,3opc9u2wb52zTdk54lKBsw,2064,-861,unclear,CurbRamp
dce5984b-25d9-48f9-b8b7-640202b3be3c,02:00.3,48488,kwzmpl4Sxu7oD6MJy7CjUA,9817,-438,agree,CurbRamp
56fe90ca-ff6a-4008-ba8e-0e2dcd8b227c,02:43.4,75413,Y4KaoLFvkiL-WK6hm64SAw,909,-569,disagree,CurbRamp
b0befb65-23c4-442f-8e83-e227cc0a6b15,08:35.0,67650,Yn_L--RUDuiYkDlebaTShQ,10248,-813,unclear,SurfaceProblem
9005a64a-fa73-4c84-b08b-b61eece1b9b7,09:38.3,71399,YbiOcoNUECxUmsFwA_fcaQ,11445,-923,disagree,CurbRamp
9005a64a-fa73-4c84-b08b-b61eece1b9b7,15:41.1,75977,vidFFNEXUX0xnc4yKRcrXg,6182,-430,agree,Obstacle
56fe90ca-ff6a-4008-ba8e-0e2dcd8b227c,48:41.8,75230,LsO4IQZWo6v_SB8MIg4QpQ,10924,-727,agree,Obstacle
b0befb65-23c4-442f-8e83-e227cc0a6b15,55:16.5,73203,gEKHj5Jo5mOHmj20egl3ow,1270,-563,unclear,Obstacle
b0befb65-23c4-442f-8e83-e227cc0a6b15,01:25.4,70962,FgXgIQ8_PLvmy-lPDzFzhg,5250,-382,unclear,SurfaceProblem
9005a64a-fa73-4c84-b08b-b61eece1b9b7,15:39.7,75974,9XrJShI09L_AqYJT-HCbwQ,12729,-603,agree,Obstacle
e0b3316c-6d15-48ab-9bd3-3eceafc14059,24:06.2,75725,RT_mUsAu0XbQzZ5Pbf7BkA,548,-259,agree,CurbRamp
56fe90ca-ff6a-4008-ba8e-0e2dcd8b227c,29:43.0,75580,2nEGS7Ro7f4jZ4lzN3Vo6A,1144,-1177,agree,SurfaceProblem
87833d72-b357-4e2c-81cd-23f58ff04c59,29:47.9,47011,mihjhfiqSKp9_qy6MaJb9w,9822,-217,disagree,SurfaceProblem
b0befb65-23c4-442f-8e83-e227cc0a6b15,11:46.5,6454,xz1RQCZodcn1pCjTshdovA,11864,-314,disagree,CurbRamp
b0befb65-23c4-442f-8e83-e227cc0a6b15,36:49.1,75595,A7jQW-9RgPAe9iwHbJM-GA,3884,-948,agree,CurbRamp
b0befb65-23c4-442f-8e83-e227cc0a6b15,56:06.9,10450,jpn0VX8KuyYDmJxn7UtV7A,5871,-1007,agree,CurbRamp
e0b3316c-6d15-48ab-9bd3-3eceafc14059,52:58.4,55623,nXq-_23Xp_vhSmS9jBx72A,8526,-694,agree,CurbRamp
b0befb65-23c4-442f-8e83-e227cc0a6b15,02:17.8,4651,vo3o4QiV0Rf-xf0oBhA-9Q,1598,-495,agree,CurbRamp
