2019-04-16 12:32:41.05-07,LXqLO0Fw3Zia9F6ZY7thnw,8941,-714,CurbRamp
2019-04-16 12:32:51.203-07,5f6UAV6KRhpRiUOg9Aw-qg,795,-463,CurbRamp
2019-04-16 12:40:53.231-07,idYCvlxAe29SD5bymWo-7w,5603,-1027,Obstacle
2019-04-16 12:41:17.265-07,W8_emPaPRqM87VAUNvL9KQ,9076,-448,Obstacle
2019-04-16 12:43:23.5-07,V-L9_vKYo_c8ftXiiIei2w,7924,-640,CurbRamp
2019-04-16 12:54:55.9-07,-3U8A-IJ0SPGQd379GCfMA,6411,-716,CurbRamp
2019-04-16 12:57:11.466-07,7ujsI1IaeN3Z-zrg4HUQHw,5447,-513,SurfaceProblem
2019-04-16 12:58:07.713-07,fmMub6D899aDUy-lqFWVDA,12477,-535,Obstacle
2019-04-16 12:58:36.713-07,pX8k1JNtPHn6ApSLt0WG-A,9908,-598,SurfaceProblem
2019-04-16 13:12:38.181-07,3MUWcxZ-YrPeURtrfYbf5w,1379,-563,CurbRamp
2019-04-16 13:18:17.595-07,KNAbXuDajY98pr5hQt4zJw,1446,-314,NoCurbRamp
2019-04-16 12:55:59.283-07,dd3XXVb8eaIf5FcUAMqySg,10095,-775,Obstacle
2019-04-16 12:57:05.123-07,nZMTzQsf8Yhsb8Dd9yBwHw,2104,-734,SurfaceProblem
2019-04-16 12:57:52.681-07,T4qW76s-3MCGQfsXJ0G7AA,2201,-179,Obstacle
2019-04-16 13:11:41.481-07,QOj07LM2sJRztq0zpQgdiA,2011,-267,SurfaceProblem
2019-04-16 13:28:23.532-07,WaQLAHgltK-hu7bF0T8yJg,4913,-732,SurfaceProblem
2019-04-16 12:55:55.522-07,205wWrVrhCNrwIXS-jwFzA,4830,-252,Obstacle
2019-04-16 13:13:33.859-07,A-eM226LYCgGNB1WLubj8Q,2339,-946,SurfaceProblem
2019-04-16 13:18:03.511-07,cmucC73cw4gRsuMaUi4rrg,9186,-424,NoCurbRamp
2019-04-16 12:53:29.135-07,RuCFS7Zkg9pqvKOS1KYC9A,3259,-1596,SurfaceProblem
2019-04-16 12:55:09.239-07,7YiyTzFbvNivLvYXAuu88Q,3194,-779,Obstacle
2019-04-16 12:55:40.995-07,z2CaNDeJwX0fFi45ay-xTg,10635,-390,Obstacle
2019-04-16 12:56:02.618-07,Wo48_aT9oB8iT_kLiRKPyw,13244,-296,Obstacle
2019-04-16 12:55:43.227-07,VNQoX0jKHUnS-3q2WUrRYA,7903,-358,Obstacle
2019-04-16 12:56:57.45-07,RuCFS7Zkg9pqvKOS1KYC9A,3259,-1596,SurfaceProblem
2019-04-16 13:10:41.118-07,g-_dh0jB9VxwlR3GvCpbxA,843,-302,CurbRamp
2019-04-16 13:19:08.65-07,r2Oo5S8v2ritGCEjbC3fEA,4146,-951,SurfaceProblem
2019-04-16 13:29:29.761-07,Mpczc3ZjyjxWgWW1YusXLg,7662,-637,CurbRamp
2019-04-16 12:56:29.628-07,nb9t2WMO155n_KZOcxOECQ,4152,-491,Obstacle
2019-04-16 12:57:58.367-07,7Y3UweyyZqDYGrFaXYUyUA,6474,-1402,Obstacle
2019-04-16 12:58:02.337-07,KNqpqoiAo51zDgLJZGXmqg,12746,-388,Obstacle
2019-04-16 13:13:22.896-07,DF4VBwDNJeFEg80MG6WL-A,4043,-608,SurfaceProblem
2019-04-16 13:19:02.106-07,qTqy8ApuwdqFJLM39Tpohw,2489,-596,SurfaceProblem
2019-04-16 13:30:07.893-07,FtVutmNrUKipYvd8o9vcaw,2915,-385,Obstacle
2019-04-16 13:28:40.016-07,9LEVZRCMnKr72YlnRxmw1g,4634,-440,SurfaceProblem
2019-04-16 13:22:52.412-07,VFCm87uDgQGl_dGyUwniWA,6776,-715,CurbRamp
2019-04-16 13:31:12.755-07,h23DpudAUQLh6JtsZcPseg,11091,-857,SurfaceProblem
2019-04-16 13:22:56.839-07,D5Se4AuiyxHr2ht2CkjnBQ,9589,-1343,CurbRamp
2019-04-16 13:29:28.568-07,QIyXD3LVDR8MzD37SaeYjw,849,-383,CurbRamp
2019-04-16 13:28:38.37-07,XrMxPrpfJriCQuO6oqKnkQ,385,-605,SurfaceProblem
2019-04-16 13:30:12.051-07,E4k4z3NyNliDRFMn_94fig,919,-641,Obstacle
2019-04-16 13:27:49.354-07,iW9sQHZj-q8tcm85q7uY9w,11040,-845,NoCurbRamp
2019-04-16 13:59:07.855-07,QP-wbK_b0uXCjHa8rGpDzg,658,-191,Obstacle
2019-04-16 13:59:38.178-07,LUc-zNs7mO2ahq797oH-zQ,2443,-606,Obstacle
2019-04-16 14:00:38.469-07,AMy0YK5e6tKbSaD4_gU9Nw,8665,-736,SurfaceProblem
2019-04-16 14:02:50.627-07,NTS4zffJMvbbZk5q1pZPRw,9474,-597,CurbRamp
2019-04-16 14:38:48.435-07,22eSqmXh8urszibqJkvoPg,879,-197,CurbRamp
2019-04-16 14:04:40.6-07,6WbY_F4cHQF3KGel39vcQw,6991,-536,Obstacle
2019-04-16 14:13:26.783-07,XnNhHtlKQC3_UqFh1eurjA,862,-1045,NoCurbRamp
2019-04-16 14:39:22.373-07,7ujsI1IaeN3Z-zrg4HUQHw,5447,-513,SurfaceProblem
2019-04-16 15:11:15.84-07,dTz4WUjV2cN8CdlrYRIljQ,5713,-352,SurfaceProblem
2019-04-16 15:11:18.486-07,A-eM226LYCgGNB1WLubj8Q,4108,-331,SurfaceProblem
2019-04-16 15:13:42.729-07,3cVMk8nTH_hvkIvKz7EG_A,1277,-1117,SurfaceProblem
2019-04-16 15:14:58.267-07,KNAbXuDajY98pr5hQt4zJw,1446,-314,NoCurbRamp
2019-04-16 15:15:08.445-07,hSaydddWmJSsxHfbjf5a5w,12232,-530,NoCurbRamp
2019-04-16 15:15:33.8-07,upKzswvqdZ3YTVsC75A_GA,12436,-609,NoCurbRamp
2019-04-16 15:16:45.518-07,wuk--sZ3fJyMsMo4tJuybg,4680,-625,SurfaceProblem
2019-04-16 15:19:23.305-07,BOvhSZypNJuzZXytc5YiUQ,7973,-772,NoCurbRamp
2019-04-16 15:20:19.203-07,D5Se4AuiyxHr2ht2CkjnBQ,6236,-393,NoCurbRamp
2019-04-16 16:02:38.485-07,5WMPHKZouHnfkS9cCmVfTQ,11968,-397,Obstacle
2019-04-16 15:51:17.879-07,nZMTzQsf8Yhsb8Dd9yBwHw,2104,-734,SurfaceProblem
2019-04-16 15:54:08.565-07,iW9sQHZj-q8tcm85q7uY9w,11040,-845,NoCurbRamp
2019-04-16 15:55:59.519-07,HQQIEIvmbK3eMnaniGnH-A,13155,-371,SurfaceProblem
2019-04-16 15:53:21.12-07,xknXWuoxVvX58NGN6sJ2vQ,1647,-291,NoCurbRamp
2019-04-16 15:50:47.002-07,BDx1ZqgQt0xCQi4iViC03w,11624,-823,NoCurbRamp
2019-04-16 15:52:29.873-07,xH_1fDXe4FXo-Q9QP8UZ-A,8732,-913,CurbRamp
2019-04-16 15:52:34.011-07,RsHQr0XpwXlckxD9R4QbVw,1869,-252,CurbRamp
2019-04-16 15:34:31.08-07,3ZqzG78yCvMxWjtsbS4sUA,2820,-577,SurfaceProblem
2019-04-16 15:49:15.93-07,yVu1RX2Ri4CQa2dpYDoxAA,2307,-280,NoCurbRamp
2019-04-16 15:50:07.992-07,Wayx3oXQotW5tNO5MGiIHw,1366,-1719,CurbRamp
2019-04-16 15:50:21.256-07,NTS4zffJMvbbZk5q1pZPRw,1554,-648,NoCurbRamp
2019-04-16 15:51:10.244-07,dTz4WUjV2cN8CdlrYRIljQ,5713,-352,SurfaceProblem
2019-04-16 15:53:08.794-07,OCXcoiBzrjS1KbyIzez83g,947,-475,NoCurbRamp
2019-04-16 15:53:18.26-07,yVu1RX2Ri4CQa2dpYDoxAA,1426,-585,NoCurbRamp
2019-04-16 15:54:31.702-07,AqwNzjEXzE0LhxIln801Gg,813,-650,NoCurbRamp
2019-04-16 15:56:30.714-07,vgWIpyO2xEL8ceVKK8u4QA,11605,-634,NoCurbRamp
2019-04-16 16:08:58.406-07,oqP7byVfpym5eotQ9U4fdA,4741,-478,SurfaceProblem
2019-04-16 16:34:04.569-07,QxbzMVZ-YYo_voWhEwVV6A,11549,-289,Obstacle
2019-04-16 16:02:36.457-07,ygjyGcyTFoqeYILY2wpOxw,9224,-622,Obstacle
2019-04-16 16:04:15.982-07,DTN__8w8ljcdVDYlDJ9Vog,5190,-359,CurbRamp
2019-04-16 16:08:47.499-07,wLqtOvq4KZVoLhbwJc-nQg,4991,-514,SurfaceProblem
2019-04-16 16:09:43.946-07,vgWIpyO2xEL8ceVKK8u4QA,11605,-634,NoCurbRamp
2019-04-16 16:02:33.484-07,xscW1Uom1Upky-QGqHrwhw,3782,-456,Obstacle
2019-04-16 16:03:05.342-07,eyktT1fL6ymP6jOXXa9_0Q,10691,-309,Obstacle
2019-04-16 16:09:07.526-07,9Ec-rByR7q90916QMnrZjw,3007,-1108,SurfaceProblem
2019-04-16 16:31:04.371-07,bR6oV1AfV5_ZgG9qxk7sJg,12685,-100,Obstacle
2019-04-16 16:33:55.591-07,gtZURGpFLF06wq2toy_gBg,3533,-318,Obstacle
2019-04-16 16:48:04.163-07,b_oAXeqgQXNskG-vg5PiVQ,11607,-248,Obstacle
2019-04-16 16:48:05.987-07,Kdy17T0hvCa_9qpAJYHLjg,8040,-1205,Obstacle
2019-04-16 16:48:11.365-07,nb9t2WMO155n_KZOcxOECQ,4152,-491,Obstacle
2019-04-16 16:48:13.118-07,bR6oV1AfV5_ZgG9qxk7sJg,12685,-100,Obstacle
2019-04-16 16:48:14.597-07,fmMub6D899aDUy-lqFWVDA,12477,-535,Obstacle
2019-04-16 16:48:46.08-07,QP-wbK_b0uXCjHa8rGpDzg,658,-191,Obstacle
2019-04-16 16:48:47.405-07,z2CaNDeJwX0fFi45ay-xTg,10635,-390,Obstacle
2019-04-16 16:48:50.235-07,OkUNf5Iejn03-NppiYCj0g,5537,-393,Obstacle
2019-04-16 16:49:47.713-07,r2Oo5S8v2ritGCEjbC3fEA,4146,-951,SurfaceProblem
2019-04-16 16:49:51.603-07,dTz4WUjV2cN8CdlrYRIljQ,5713,-352,SurfaceProblem
2019-04-16 16:57:05.512-07,yVu1RX2Ri4CQa2dpYDoxAA,2307,-280,NoCurbRamp
2019-04-16 16:57:31.524-07,Afagbhhep09pDuGH7hH0Ig,5143,-1073,CurbRamp
2019-04-16 16:57:33.401-07,-3U8A-IJ0SPGQd379GCfMA,8498,-466,CurbRamp
2019-04-16 17:22:06.366-07,0o5UD2lV47rsCz1NNl2_WQ,1133,-355,SurfaceProblem
2019-04-16 17:22:10.987-07,HmIrniqCXRRLdzjoaAmLfA,9892,-842,SurfaceProblem
2019-04-16 17:26:05.667-07,53PJ9NuERcvfRvPwoRIkUQ,1417,-251,Obstacle
2019-04-16 17:26:15.473-07,pn4K6uKsurl7qs5Dx8eUaA,3750,-281,Obstacle
2019-04-16 17:26:55.337-07,bR6oV1AfV5_ZgG9qxk7sJg,12685,-100,Obstacle
2019-04-16 17:28:36.284-07,2pkTHv95jyfFvKVwk1bYqA,2797,-404,SurfaceProblem
2019-04-16 17:28:43.596-07,2pkTHv95jyfFvKVwk1bYqA,2797,-404,SurfaceProblem
2019-04-16 17:29:47.547-07,2KrJWlE0Zn8V6IZBC4frzg,9241,-1452,Obstacle
2019-04-16 17:30:16.974-07,C_VI7Urkz6UMbfog3Eo5vA,4474,-248,Obstacle
2019-04-16 17:36:21.611-07,L-9t7rLv0h7iYPQP9wiM8w,8494,-746,SurfaceProblem
2019-04-16 17:36:24.317-07,FJXZlhq1mrA_YcRtffgemA,147,-645,SurfaceProblem
2019-04-16 18:22:23.24-07,V8mHHhxXbbHC6GxGeSJNWw,2275,-324,Obstacle
2019-04-16 18:23:13.018-07,v1T1O7XDKe0TzihZhwWkeQ,1359,-372,Obstacle
2019-04-16 18:18:39.414-07,NxGqyhjeCbOGEzwvXp_5lg,2166,-507,SurfaceProblem
2019-04-16 17:37:11.474-07,A-eM226LYCgGNB1WLubj8Q,4108,-331,SurfaceProblem
2019-04-16 16:55:18.58-07,6WbY_F4cHQF3KGel39vcQw,43,-1281,CurbRamp
2019-04-16 17:38:13.397-07,67Sr8AH3K_HCRkMOXxicQg,5996,-999,NoCurbRamp
2019-04-16 18:22:10.945-07,dRtjUWZ2NjonMgfWgEXP5w,12680,-625,SurfaceProblem
2019-04-16 18:22:55.94-07,OkUNf5Iejn03-NppiYCj0g,5537,-393,Obstacle
2019-04-16 17:39:15.417-07,3ZqzG78yCvMxWjtsbS4sUA,2820,-577,SurfaceProblem
2019-04-16 18:21:15.385-07,r2Oo5S8v2ritGCEjbC3fEA,4146,-951,SurfaceProblem
2019-04-16 18:22:13.296-07,V-L9_vKYo_c8ftXiiIei2w,7924,-640,CurbRamp
2019-04-16 18:20:14.254-07,oAfObst8-OwFlUaV1Ca8kQ,2214,-952,SurfaceProblem
2019-04-16 18:21:53.713-07,vdc9lhU6dlmlnkIBBQp6Yg,6498,-270,CurbRamp
2019-04-16 18:18:46.77-07,1eePVoxBHty00iRN3_k72g,2195,-787,SurfaceProblem
2019-04-16 18:20:15.809-07,oqP7byVfpym5eotQ9U4fdA,4741,-478,SurfaceProblem
2019-04-16 18:20:21.515-07,HmIrniqCXRRLdzjoaAmLfA,9892,-842,SurfaceProblem
2019-04-16 18:21:09.206-07,wZcACJ8ffj0ZiCuts2vH3w,3184,-490,SurfaceProblem
2019-04-16 18:21:29.516-07,L5C-ucbPcbP5vRLC6lQ-Ag,12174,-1249,CurbRamp
2019-04-16 18:22:00.658-07,9oIQStPsq3EpVxk-h2Hhpg,13086,-576,CurbRamp
2019-04-16 18:22:21.223-07,TPiXHk8dVgutcaMITp39kQ,5696,-757,Obstacle
2019-04-16 18:22:24.417-07,OkUNf5Iejn03-NppiYCj0g,5537,-393,Obstacle
2019-04-16 19:05:31.188-07,iXYGtES5ujggzEp38_EJYg,11083,-353,NoCurbRamp
2019-04-16 18:23:11.397-07,nC0E3q3UrWGGC-bBmo-tZQ,10119,-457,Obstacle
2019-04-16 18:57:40.332-07,B3bw7uMP9XPZKN3cLNWtTw,5531,-345,CurbRamp
2019-04-16 19:01:03.179-07,r2Oo5S8v2ritGCEjbC3fEA,4146,-951,SurfaceProblem
2019-04-16 19:14:11.471-07,HycFAa2PpvgDJ8VciKwnsA,9185,-804,CurbRamp
2019-04-16 19:30:53.126-07,rmiHQyvoRbz9ozkfMWjdKA,11419,-231,Obstacle
2019-04-16 19:34:21.829-07,3zcrhqVZmXigArxxbhf3Xg,5017,-593,Obstacle
2019-04-16 19:33:56.373-07,cCrayTbMqZM40aLipINa4g,550,-430,Obstacle
2019-04-16 19:34:13.021-07,SFmz-YEp3vbrMEuNhh206A,9461,-423,Obstacle
2019-04-16 19:35:01.532-07,o1YKH3l1bjb_swTCIeuF_w,404,-693,NoCurbRamp
2019-04-16 19:18:25.569-07,PzKLPRWBFuASHjalf9__Sw,6386,-374,Obstacle
2019-04-16 19:39:27.6-07,Kdy17T0hvCa_9qpAJYHLjg,8040,-1205,Obstacle
2019-04-16 19:47:35.7-07,2A6p50LemUj6YuJYRTcoOA,5069,-837,NoCurbRamp
2019-04-16 19:48:50.522-07,UlEcK27uRQztEZuVaslDBA,1255,-359,CurbRamp
2019-04-16 19:35:07.423-07,2A6p50LemUj6YuJYRTcoOA,5069,-837,NoCurbRamp
2019-04-16 19:47:46.744-07,LUc-zNs7mO2ahq797oH-zQ,8699,-748,CurbRamp
2019-04-16 19:30:07.505-07,xknXWuoxVvX58NGN6sJ2vQ,1647,-291,NoCurbRamp
2019-04-16 19:38:41.979-07,v1T1O7XDKe0TzihZhwWkeQ,9282,-288,CurbRamp
2019-04-16 19:34:13.196-07,eyktT1fL6ymP6jOXXa9_0Q,10691,-309,Obstacle
2019-04-16 19:34:48.191-07,hq4Tvo5tgQk8Se_8EV7ssQ,12150,-910,NoCurbRamp
2019-04-16 19:39:24.444-07,lN36mH7jt-ksHznZyegv_g,1879,-368,Obstacle
2019-04-16 19:32:02.452-07,J-iXvlglu5rx3mWnPa3-zg,187,-698,NoCurbRamp
2019-04-16 19:32:58.621-07,1eePVoxBHty00iRN3_k72g,2195,-787,SurfaceProblem
2019-04-16 19:34:14.796-07,EWazcRXx4rxAJN-uqRdT1g,5597,-441,Obstacle
2019-04-16 19:34:27.403-07,bV4C_Q1VLnHuAnCl0C5n6g,70,-640,Obstacle
2019-04-16 19:35:23.477-07,tKPNvJGmw46eHvODFhtFbQ,2313,-430,CurbRamp
2019-04-16 19:38:43.296-07,VLnYi6PCtn8Z4h0IkhtNJw,1785,-455,CurbRamp
2019-04-16 19:39:17.098-07,UUiDDc1b4CUITVCmY2uTlQ,12584,-340,Obstacle
2019-04-16 19:45:30.982-07,SyBRKwoEe9GPdCDLFUtSGg,1993,-294,Obstacle
2019-04-16 19:46:46.007-07,yniMIVaOvbrF21Hv797hZw,9259,-628,SurfaceProblem
2019-04-16 19:48:21.909-07,Hw0xWH4HqJTn2yhCpwNHoA,4012,-707,SurfaceProblem
2019-04-16 19:48:56.562-07,vp-967OzM_LJso_j-C6GWQ,11320,-830,CurbRamp
2019-04-16 19:48:24.373-07,YYphuyoJuOKXQ5SKeDNLZw,12642,-982,SurfaceProblem
2019-04-16 19:52:09.16-07,3MUWcxZ-YrPeURtrfYbf5w,2032,-544,CurbRamp
2019-04-16 19:52:13.646-07,205wWrVrhCNrwIXS-jwFzA,9900,-514,CurbRamp
2019-04-16 19:54:55.219-07,wtB7v2D15DOJxR55VVKpBQ,11690,-651,SurfaceProblem
2019-04-16 19:55:36.233-07,PfUfvQBPMDtsbtpoPlTBpw,4278,-584,SurfaceProblem
2019-04-16 19:56:02.088-07,2KrJWlE0Zn8V6IZBC4frzg,9241,-1452,Obstacle
2019-04-16 19:57:37.887-07,xFIzQk7txG3DXudeCF4aRQ,7470,-379,CurbRamp
2019-04-16 19:57:39.44-07,treyXG0iNYWO-B5UX1nRbw,9112,-320,CurbRamp
2019-04-16 20:12:04.025-07,ygjyGcyTFoqeYILY2wpOxw,9224,-622,Obstacle
2019-04-16 20:13:16.654-07,wGKBfGF5XtQoh3LdflMWIA,1008,-676,NoCurbRamp
2019-04-16 20:23:42.389-07,omDZ1-fFNfCXRBMJfcvQtQ,2510,-327,Obstacle
2019-04-16 20:25:03.173-07,bV4C_Q1VLnHuAnCl0C5n6g,70,-640,Obstacle
2019-04-16 20:01:06.565-07,lk95zcW0edw2sZCB1rMPTA,12710,-408,CurbRamp
2019-04-16 19:58:32.178-07,TrU4DYp3l-VZwSqYcDGq3A,4387,-695,SurfaceProblem
2019-04-16 19:59:26.481-07,fG8IfgmxxrrbToWxg1L50Q,12756,-19,Obstacle
2019-04-16 20:12:02.615-07,SyBRKwoEe9GPdCDLFUtSGg,1993,-294,Obstacle
2019-04-16 19:58:44.628-07,lO6AMvS9-cBy5JuBM4SMEw,3486,-351,SurfaceProblem
2019-04-16 20:21:11.766-07,kpXC4VqAr-_zA8jVdFdtcw,7409,-582,CurbRamp
2019-04-16 20:22:41.143-07,4gQPTKnVWtTrdCF7HXPANg,9449,-324,Obstacle
2019-04-16 20:29:24.696-07,phssnN9IGJPhjw6xKvvz-g,1077,-432,Obstacle
2019-04-16 20:04:48.452-07,53PJ9NuERcvfRvPwoRIkUQ,1417,-251,Obstacle
2019-04-16 20:05:03.565-07,7cwGTyrtV6yKUtHO6TmUew,12056,-797,NoCurbRamp
2019-04-16 20:04:26.95-07,b0eOV36e75GdxsTJKxhJzw,5509,-420,Obstacle
2019-04-16 20:13:56.688-07,gpU96yV3NI777PrVQ7U4kg,6631,-419,CurbRamp
2019-04-16 20:14:13.945-07,tHaeiW4iQaaeTM4gFFqLKw,2223,-207,Obstacle
2019-04-16 20:11:53.067-07,xscW1Uom1Upky-QGqHrwhw,3782,-456,Obstacle
2019-04-16 20:12:49.339-07,92ZZ-oToFsK3Zq25TIkzpw,12293,-544,CurbRamp
2019-04-16 20:15:47.505-07,Evs-cluS4i2W1egGd153XA,12840,-551,NoCurbRamp
2019-04-16 20:00:48.69-07,pFHXVMIkzEg6HZvnekXwkA,826,-478,NoCurbRamp
2019-04-16 20:24:17.236-07,b0eOV36e75GdxsTJKxhJzw,5509,-420,Obstacle
2019-04-16 20:25:46.94-07,z2CaNDeJwX0fFi45ay-xTg,10635,-390,Obstacle
2019-04-16 20:17:08.501-07,nC0E3q3UrWGGC-bBmo-tZQ,10119,-457,Obstacle
2019-04-16 20:32:09.158-07,xknXWuoxVvX58NGN6sJ2vQ,361,-326,NoCurbRamp
2019-04-16 20:33:11.124-07,Y8my1cju0ZJm790K50k4yQ,6377,-1022,NoCurbRamp
2019-04-16 20:21:45.351-07,3LiW0bdUiOQ8WLu38s2OEw,6611,-1135,CurbRamp
2019-04-16 20:29:36.377-07,-E5BPxO3cbnDFLEmdC4jLA,11235,-689,Obstacle
2019-04-16 20:30:22.607-07,VLnYi6PCtn8Z4h0IkhtNJw,1785,-455,CurbRamp
2019-04-16 20:24:04.685-07,b_oAXeqgQXNskG-vg5PiVQ,5133,-190,Obstacle
2019-04-16 20:15:51.62-07,6WbY_F4cHQF3KGel39vcQw,7272,-720,NoCurbRamp
2019-04-16 20:16:55.397-07,PzKLPRWBFuASHjalf9__Sw,6386,-374,Obstacle
2019-04-16 20:04:57.172-07,8gTj6xw9o2WLpiBv6RII4A,11956,-1040,NoCurbRamp
