Timestamp,pano_id,sv_x,sv_y,Label
2019-03-12 14:43:49.874-07,gyFuxqdBmrjXpxMkvJLUnA,11827,-199,CurbRamp
2019-03-12 14:44:07.389-07,gyFuxqdBmrjXpxMkvJLUnA,909,-188,CurbRamp
2019-03-12 14:48:16.899-07,53PJ9NuERcvfRvPwoRIkUQ,5699,-564,CurbRamp
2019-03-12 14:48:18.611-07,53PJ9NuERcvfRvPwoRIkUQ,8044,-525,CurbRamp
2019-03-12 14:48:20.019-07,53PJ9NuERcvfRvPwoRIkUQ,9166,-433,CurbRamp
2019-03-12 14:48:21.231-07,53PJ9NuERcvfRvPwoRIkUQ,11360,-347,CurbRamp
2019-03-12 14:48:22.513-07,53PJ9NuERcvfRvPwoRIkUQ,12152,-267,CurbRamp
2019-03-12 14:48:23.956-07,53PJ9NuERcvfRvPwoRIkUQ,741,-290,CurbRamp
2019-03-12 14:48:27.517-07,53PJ9NuERcvfRvPwoRIkUQ,1417,-251,Obstacle
2019-03-12 14:48:40.299-07,XGSiU6m3bAhqEwoZtgrSEg,12035,-879,CurbRamp
2019-03-12 14:48:41.825-07,XGSiU6m3bAhqEwoZtgrSEg,2131,-395,CurbRamp
2019-03-12 14:48:45.647-07,XGSiU6m3bAhqEwoZtgrSEg,10529,-325,CurbRamp
2019-03-12 14:49:17.936-07,TnANORuEWpEMc44k-EpN1Q,12989,-678,CurbRamp
2019-03-12 14:49:19.529-07,TnANORuEWpEMc44k-EpN1Q,10695,-317,CurbRamp
2019-03-12 14:49:20.513-07,TnANORuEWpEMc44k-EpN1Q,10221,-267,CurbRamp
2019-03-12 14:49:24.395-07,4gQPTKnVWtTrdCF7HXPANg,2775,-971,CurbRamp
2019-03-12 14:49:25.943-07,4gQPTKnVWtTrdCF7HXPANg,9747,-522,CurbRamp
2019-03-12 14:49:26.976-07,4gQPTKnVWtTrdCF7HXPANg,9376,-341,CurbRamp
2019-03-12 14:49:31.04-07,4gQPTKnVWtTrdCF7HXPANg,9449,-324,Obstacle
2019-03-12 14:51:50.167-07,prMAsZ283Q-GBpPv9OA2IQ,4708,-411,NoCurbRamp
2019-03-12 14:51:55.954-07,prMAsZ283Q-GBpPv9OA2IQ,5160,-376,NoCurbRamp
2019-03-12 14:51:59.95-07,prMAsZ283Q-GBpPv9OA2IQ,7370,-503,NoCurbRamp
2019-03-12 14:52:01.322-07,prMAsZ283Q-GBpPv9OA2IQ,8236,-497,NoCurbRamp
2019-03-12 14:52:03.355-07,prMAsZ283Q-GBpPv9OA2IQ,10876,-574,NoCurbRamp
2019-03-12 14:52:04.225-07,prMAsZ283Q-GBpPv9OA2IQ,11455,-543,NoCurbRamp
2019-03-12 14:52:08.147-07,prMAsZ283Q-GBpPv9OA2IQ,1254,-758,NoCurbRamp
2019-03-12 14:52:09.054-07,prMAsZ283Q-GBpPv9OA2IQ,2556,-653,NoCurbRamp
2019-03-12 14:52:14.067-07,sPYP6S60xuD2gJ2LDe8w3g,5836,-1120,NoCurbRamp
2019-03-12 14:52:14.977-07,sPYP6S60xuD2gJ2LDe8w3g,6747,-818,NoCurbRamp
2019-03-12 14:52:16.714-07,sPYP6S60xuD2gJ2LDe8w3g,13103,-979,NoCurbRamp
2019-03-12 14:52:18.088-07,sPYP6S60xuD2gJ2LDe8w3g,12397,-670,NoCurbRamp
2019-03-12 14:52:52.565-07,Ebfc5SEgnQhFobNGWu6PWg,8395,-505,CurbRamp
2019-03-12 14:52:57.27-07,Ebfc5SEgnQhFobNGWu6PWg,11472,-662,NoCurbRamp
2019-03-12 14:53:29.472-07,P3r9DFelb4FPkN5XCJBntQ,6189,-1165,CurbRamp
2019-03-12 14:53:57.591-07,P3r9DFelb4FPkN5XCJBntQ,362,-402,NoCurbRamp
2019-03-12 14:54:01.045-07,P3r9DFelb4FPkN5XCJBntQ,4152,-277,CurbRamp
2019-03-12 14:54:15.826-07,fILqT3EWJ_ZpezDigHJ-Aw,4525,-299,CurbRamp
2019-03-12 14:54:18.278-07,fILqT3EWJ_ZpezDigHJ-Aw,1644,-183,NoCurbRamp
2019-03-12 14:54:29.818-07,HTZEaw8gPnRj6ltd83FYaQ,11902,-592,NoCurbRamp
2019-03-12 14:54:44.039-07,HTZEaw8gPnRj6ltd83FYaQ,7906,-895,CurbRamp
2019-03-12 14:54:45.159-07,HTZEaw8gPnRj6ltd83FYaQ,8031,-593,CurbRamp
2019-03-12 14:54:46.603-07,HTZEaw8gPnRj6ltd83FYaQ,9323,-235,CurbRamp
2019-03-12 14:54:51.429-07,HTZEaw8gPnRj6ltd83FYaQ,10596,-270,NoCurbRamp
2019-03-12 14:54:53.565-07,HTZEaw8gPnRj6ltd83FYaQ,10347,-213,CurbRamp
2019-03-12 14:54:58.899-07,PzKLPRWBFuASHjalf9__Sw,6947,-976,CurbRamp
2019-03-12 14:55:00.108-07,PzKLPRWBFuASHjalf9__Sw,5716,-1550,CurbRamp
2019-03-12 14:55:01.615-07,PzKLPRWBFuASHjalf9__Sw,6386,-374,Obstacle
2019-03-12 14:55:12.127-07,PzKLPRWBFuASHjalf9__Sw,197,-649,CurbRamp
2019-03-12 14:55:13.812-07,PzKLPRWBFuASHjalf9__Sw,12958,-487,NoCurbRamp
2019-03-12 14:55:17.232-07,PzKLPRWBFuASHjalf9__Sw,10896,-277,NoCurbRamp
2019-03-12 14:55:27.392-07,RoOyujZ_v9GlaDgmKdclvw,12369,-1526,CurbRamp
2019-03-12 14:55:29.169-07,RoOyujZ_v9GlaDgmKdclvw,690,-755,NoCurbRamp
2019-03-12 14:55:32.3-07,RoOyujZ_v9GlaDgmKdclvw,6977,-767,CurbRamp
2019-03-12 14:55:33.566-07,RoOyujZ_v9GlaDgmKdclvw,6143,-512,CurbRamp
2019-03-12 14:55:36.056-07,RoOyujZ_v9GlaDgmKdclvw,7269,-500,SurfaceProblem
2019-03-12 14:55:46.859-07,vQCWx0P7DExHD-KIfA7keA,1870,-808,NoCurbRamp
2019-03-12 14:55:50.677-07,vQCWx0P7DExHD-KIfA7keA,2667,-649,NoCurbRamp
2019-03-12 14:56:00.383-07,vQCWx0P7DExHD-KIfA7keA,11379,-792,NoCurbRamp
2019-03-12 14:56:08.848-07,vQCWx0P7DExHD-KIfA7keA,5177,-445,CurbRamp
2019-03-12 14:56:20.754-07,zsvKv7NrQo5DyRZJWnUKlQ,11220,-525,NoCurbRamp
2019-03-12 14:56:50.931-07,IPINWuRD6RThQtPSHnVRZw,1334,-757,NoCurbRamp
2019-03-12 14:56:52.901-07,IPINWuRD6RThQtPSHnVRZw,1280,-497,NoCurbRamp
2019-03-12 14:56:55.254-07,IPINWuRD6RThQtPSHnVRZw,5197,-701,NoCurbRamp
2019-03-12 14:56:57.502-07,IPINWuRD6RThQtPSHnVRZw,5253,-477,NoCurbRamp
2019-03-12 14:57:02.437-07,b0eOV36e75GdxsTJKxhJzw,5022,-581,CurbRamp
2019-03-12 14:57:08.631-07,b0eOV36e75GdxsTJKxhJzw,5509,-420,Obstacle
2019-03-12 14:57:13.29-07,b0eOV36e75GdxsTJKxhJzw,7657,-570,NoCurbRamp
2019-03-12 14:57:14.687-07,b0eOV36e75GdxsTJKxhJzw,8245,-612,NoCurbRamp
2019-03-12 14:57:17.289-07,b0eOV36e75GdxsTJKxhJzw,1487,-618,NoCurbRamp
2019-03-12 14:57:19.613-07,b0eOV36e75GdxsTJKxhJzw,1125,-582,NoCurbRamp
2019-03-12 14:57:21.005-07,b0eOV36e75GdxsTJKxhJzw,12279,-629,NoCurbRamp
2019-03-12 14:57:21.995-07,b0eOV36e75GdxsTJKxhJzw,11671,-697,NoCurbRamp
2019-03-12 14:57:30.587-07,IPINWuRD6RThQtPSHnVRZw,1984,-726,NoCurbRamp
2019-03-12 14:57:42.062-07,_ThcAfjL-9PVTI2IGWcIkg,1213,-808,NoCurbRamp
2019-03-12 14:57:43.356-07,_ThcAfjL-9PVTI2IGWcIkg,1875,-774,NoCurbRamp
2019-03-12 14:57:44.603-07,_ThcAfjL-9PVTI2IGWcIkg,11731,-663,NoCurbRamp
2019-03-12 14:57:45.536-07,_ThcAfjL-9PVTI2IGWcIkg,11090,-668,NoCurbRamp
2019-03-12 14:57:46.86-07,_ThcAfjL-9PVTI2IGWcIkg,8152,-497,NoCurbRamp
2019-03-12 14:57:47.779-07,_ThcAfjL-9PVTI2IGWcIkg,7808,-472,NoCurbRamp
2019-03-12 14:57:48.981-07,_ThcAfjL-9PVTI2IGWcIkg,5279,-586,NoCurbRamp
2019-03-12 14:57:50.649-07,_ThcAfjL-9PVTI2IGWcIkg,5870,-481,NoCurbRamp
2019-03-12 14:57:52.315-07,_ThcAfjL-9PVTI2IGWcIkg,5819,-416,Obstacle
2019-03-12 14:57:56.909-07,2A6p50LemUj6YuJYRTcoOA,5069,-837,NoCurbRamp
2019-03-12 14:57:58.398-07,2A6p50LemUj6YuJYRTcoOA,5165,-574,NoCurbRamp
2019-03-12 14:57:59.816-07,2A6p50LemUj6YuJYRTcoOA,8668,-730,NoCurbRamp
2019-03-12 14:58:00.764-07,2A6p50LemUj6YuJYRTcoOA,8452,-478,NoCurbRamp
2019-03-12 14:58:15.056-07,wiW8PBT09OyhaBosI5vw6A,2097,-1016,CurbRamp
2019-03-12 14:58:18.119-07,wiW8PBT09OyhaBosI5vw6A,11425,-503,CurbRamp
2019-03-12 14:58:20.759-07,wiW8PBT09OyhaBosI5vw6A,861,-338,CurbRamp
2019-03-12 14:58:23.482-07,wiW8PBT09OyhaBosI5vw6A,1647,-591,CurbRamp
2019-03-12 14:58:25.378-07,wiW8PBT09OyhaBosI5vw6A,12382,-287,CurbRamp
2019-03-12 14:58:29.351-07,fnSNW0E9urQ7bfNcOts3_w,1577,-542,CurbRamp
2019-03-12 14:58:31.422-07,fnSNW0E9urQ7bfNcOts3_w,3802,-752,CurbRamp
2019-03-12 14:58:33.205-07,fnSNW0E9urQ7bfNcOts3_w,5330,-777,CurbRamp
2019-03-12 14:58:34.442-07,fnSNW0E9urQ7bfNcOts3_w,8142,-621,CurbRamp
2019-03-12 14:58:35.585-07,fnSNW0E9urQ7bfNcOts3_w,9541,-615,CurbRamp
2019-03-12 14:58:37.741-07,fnSNW0E9urQ7bfNcOts3_w,11655,-510,CurbRamp
2019-03-12 14:58:42.955-07,Xmfv29SgOgcVOVv55fc0HQ,11987,-663,CurbRamp
2019-03-12 14:58:43.999-07,Xmfv29SgOgcVOVv55fc0HQ,1340,-716,CurbRamp
2019-03-12 14:58:45.229-07,Xmfv29SgOgcVOVv55fc0HQ,2896,-693,CurbRamp
2019-03-12 14:58:47.282-07,Xmfv29SgOgcVOVv55fc0HQ,5073,-449,CurbRamp
2019-03-12 14:58:51.694-07,Xmfv29SgOgcVOVv55fc0HQ,8412,-392,CurbRamp
2019-03-12 14:58:53.541-07,Xmfv29SgOgcVOVv55fc0HQ,10417,-686,CurbRamp
2019-03-12 14:58:59.754-07,DZtX1-3WTIFwW5UFbYpS-A,8415,-700,CurbRamp
2019-03-12 14:59:00.792-07,DZtX1-3WTIFwW5UFbYpS-A,5098,-694,CurbRamp
2019-03-12 14:59:03.428-07,DZtX1-3WTIFwW5UFbYpS-A,1375,-478,Obstacle
2019-03-12 14:59:10.053-07,7YiyTzFbvNivLvYXAuu88Q,3194,-779,Obstacle
2019-03-12 14:59:13.04-07,7YiyTzFbvNivLvYXAuu88Q,3852,-693,Obstacle
2019-03-12 14:59:19.665-07,EWazcRXx4rxAJN-uqRdT1g,5597,-441,Obstacle
2019-03-12 14:59:24.691-07,EWazcRXx4rxAJN-uqRdT1g,12123,-403,Obstacle
2019-03-12 15:12:17.631-07,QmtfhalnBQ7CEsi1nJmm6g,11633,-550,NoCurbRamp
2019-03-12 15:12:19.277-07,QmtfhalnBQ7CEsi1nJmm6g,896,-741,NoCurbRamp
2019-03-12 15:12:26.411-07,QmtfhalnBQ7CEsi1nJmm6g,1571,-863,NoCurbRamp
2019-03-12 15:12:31.256-07,QmtfhalnBQ7CEsi1nJmm6g,4961,-742,NoCurbRamp
2019-03-12 15:12:34.423-07,QmtfhalnBQ7CEsi1nJmm6g,8280,-462,NoCurbRamp
2019-03-12 15:12:37.909-07,QmtfhalnBQ7CEsi1nJmm6g,9001,-444,CurbRamp
2019-03-12 15:12:39.451-07,QmtfhalnBQ7CEsi1nJmm6g,10802,-505,CurbRamp
2019-03-12 15:12:46.476-07,IfWzYEHcWFgEdUVrWJOtbQ,9277,-648,NoCurbRamp
2019-03-12 15:12:51.837-07,IfWzYEHcWFgEdUVrWJOtbQ,3302,-989,NoCurbRamp
2019-03-12 15:12:57.917-07,IfWzYEHcWFgEdUVrWJOtbQ,4798,-1356,NoCurbRamp
2019-03-12 15:13:12.958-07,DXCYcbKzmYWxfeJEi-_OOg,750,-693,NoCurbRamp
2019-03-12 15:13:15.479-07,DXCYcbKzmYWxfeJEi-_OOg,11644,-572,NoCurbRamp
2019-03-12 15:13:42.628-07,DD_VEw86rKdcCULiczEY9g,5959,-673,NoCurbRamp
2019-03-12 15:13:45.634-07,DD_VEw86rKdcCULiczEY9g,8435,-498,NoCurbRamp
2019-03-12 15:13:54.348-07,LVbKACFUqHL0i5ALf0P41Q,5981,-598,NoCurbRamp
2019-03-12 15:14:00.942-07,LVbKACFUqHL0i5ALf0P41Q,1909,-1664,NoCurbRamp
2019-03-12 15:14:04.015-07,LVbKACFUqHL0i5ALf0P41Q,105,-1302,NoCurbRamp
2019-03-12 15:14:10.047-07,LVbKACFUqHL0i5ALf0P41Q,10554,-510,NoCurbRamp
2019-03-12 15:14:12.439-07,LVbKACFUqHL0i5ALf0P41Q,10058,-383,CurbRamp
2019-03-12 15:14:14.018-07,LVbKACFUqHL0i5ALf0P41Q,8634,-298,CurbRamp
2019-03-12 15:14:15.75-07,LVbKACFUqHL0i5ALf0P41Q,8147,-279,NoCurbRamp
2019-03-12 15:14:20.43-07,LVbKACFUqHL0i5ALf0P41Q,6530,-385,NoCurbRamp
2019-03-12 15:14:34.187-07,jCAimau0IoExc3RWWzR1Cw,5371,-1853,NoCurbRamp
2019-03-12 15:14:38.078-07,jCAimau0IoExc3RWWzR1Cw,3232,-1470,NoCurbRamp
2019-03-12 15:14:45.176-07,jCAimau0IoExc3RWWzR1Cw,9100,-504,NoCurbRamp
2019-03-12 15:14:48.172-07,jCAimau0IoExc3RWWzR1Cw,9784,-447,CurbRamp
2019-03-12 15:15:08.998-07,U-aA9ZXvFpX_IZLwNb-VRQ,2047,-807,NoCurbRamp
2019-03-12 15:15:13.172-07,U-aA9ZXvFpX_IZLwNb-VRQ,11357,-820,NoCurbRamp
2019-03-12 15:15:17.801-07,U-aA9ZXvFpX_IZLwNb-VRQ,10543,-659,CurbRamp
2019-03-12 15:15:22.335-07,U-aA9ZXvFpX_IZLwNb-VRQ,8574,-450,CurbRamp
2019-03-12 15:15:24.082-07,U-aA9ZXvFpX_IZLwNb-VRQ,7574,-408,CurbRamp
2019-03-12 15:15:25.498-07,U-aA9ZXvFpX_IZLwNb-VRQ,6078,-428,CurbRamp
2019-03-12 15:15:27.2-07,U-aA9ZXvFpX_IZLwNb-VRQ,5176,-516,CurbRamp
2019-03-12 15:15:31.965-07,mADzhX_EbNX-almFPPDqZQ,8605,-761,CurbRamp
2019-03-12 15:15:33.193-07,mADzhX_EbNX-almFPPDqZQ,11878,-792,CurbRamp
2019-03-12 15:15:34.964-07,mADzhX_EbNX-almFPPDqZQ,12966,-723,NoCurbRamp
2019-03-12 15:15:38.357-07,mADzhX_EbNX-almFPPDqZQ,6932,-669,CurbRamp
2019-03-12 15:15:54.207-07,iXYGtES5ujggzEp38_EJYg,7257,-1389,NoCurbRamp
2019-03-12 15:15:55.328-07,iXYGtES5ujggzEp38_EJYg,7622,-904,NoCurbRamp
2019-03-12 15:15:57.218-07,iXYGtES5ujggzEp38_EJYg,9145,-409,NoCurbRamp
2019-03-12 15:15:58.017-07,iXYGtES5ujggzEp38_EJYg,9391,-423,NoCurbRamp
2019-03-12 15:15:59.764-07,iXYGtES5ujggzEp38_EJYg,9326,-419,Obstacle
2019-03-12 15:16:08.392-07,iXYGtES5ujggzEp38_EJYg,12871,-787,NoCurbRamp
2019-03-12 15:16:10.38-07,iXYGtES5ujggzEp38_EJYg,12622,-631,NoCurbRamp
2019-03-12 15:16:12.543-07,iXYGtES5ujggzEp38_EJYg,11083,-353,NoCurbRamp
2019-03-12 15:16:16.476-07,V67Nf7PIpKcBCiF0WyaVPQ,9115,-668,NoCurbRamp
2019-03-12 15:16:17.124-07,V67Nf7PIpKcBCiF0WyaVPQ,9665,-570,NoCurbRamp
2019-03-12 15:16:18.267-07,V67Nf7PIpKcBCiF0WyaVPQ,5396,-1401,NoCurbRamp
2019-03-12 15:16:19.418-07,V67Nf7PIpKcBCiF0WyaVPQ,4307,-1303,NoCurbRamp
2019-03-12 15:16:27.448-07,V67Nf7PIpKcBCiF0WyaVPQ,902,-584,NoCurbRamp
2019-03-12 15:16:28.154-07,V67Nf7PIpKcBCiF0WyaVPQ,562,-517,NoCurbRamp
2019-03-12 15:16:31.656-07,yVu1RX2Ri4CQa2dpYDoxAA,1426,-585,NoCurbRamp
2019-03-12 15:16:33.679-07,yVu1RX2Ri4CQa2dpYDoxAA,4782,-845,NoCurbRamp
2019-03-12 15:16:34.401-07,yVu1RX2Ri4CQa2dpYDoxAA,4849,-615,NoCurbRamp
2019-03-12 15:16:35.747-07,yVu1RX2Ri4CQa2dpYDoxAA,3974,-288,NoCurbRamp
2019-03-12 15:16:36.451-07,yVu1RX2Ri4CQa2dpYDoxAA,3732,-264,NoCurbRamp
2019-03-12 15:16:37.656-07,yVu1RX2Ri4CQa2dpYDoxAA,2307,-280,NoCurbRamp
2019-03-12 15:16:38.447-07,yVu1RX2Ri4CQa2dpYDoxAA,2554,-264,NoCurbRamp
2019-03-12 15:18:04.293-07,LEFWqL6KZM5PYlZNn42wSg,9012,-1341,NoCurbRamp
2019-03-12 15:18:07.957-07,LEFWqL6KZM5PYlZNn42wSg,11894,-516,NoCurbRamp
2019-03-12 15:18:10.212-07,LEFWqL6KZM5PYlZNn42wSg,12518,-574,CurbRamp
2019-03-12 15:18:15.014-07,LEFWqL6KZM5PYlZNn42wSg,1416,-531,CurbRamp
2019-03-12 15:18:22.487-07,HsgeyvychgYBpMjEW1wA9w,11560,-486,CurbRamp
2019-03-12 15:18:25.514-07,HsgeyvychgYBpMjEW1wA9w,8881,-407,CurbRamp
2019-03-12 15:18:47.015-07,mvNsvSd_0EIJdbIu-HoqDA,4761,-899,CurbRamp
2019-03-12 15:18:48.984-07,mvNsvSd_0EIJdbIu-HoqDA,1411,-701,CurbRamp
2019-03-12 15:18:50.083-07,mvNsvSd_0EIJdbIu-HoqDA,1586,-408,CurbRamp
2019-03-12 15:18:53.318-07,92ZZ-oToFsK3Zq25TIkzpw,7556,-1063,CurbRamp
2019-03-12 15:18:54.31-07,92ZZ-oToFsK3Zq25TIkzpw,9319,-958,CurbRamp
2019-03-12 15:18:55.37-07,92ZZ-oToFsK3Zq25TIkzpw,12293,-544,CurbRamp
2019-03-12 15:19:07.668-07,92ZZ-oToFsK3Zq25TIkzpw,2126,-353,CurbRamp
2019-03-12 15:19:19.342-07,92ZZ-oToFsK3Zq25TIkzpw,4077,-513,CurbRamp
2019-03-12 15:19:21.395-07,92ZZ-oToFsK3Zq25TIkzpw,4525,-404,Obstacle
2019-03-12 15:19:30.348-07,92ZZ-oToFsK3Zq25TIkzpw,3793,-358,SurfaceProblem
2019-03-12 15:19:52.566-07,DF4VBwDNJeFEg80MG6WL-A,4752,-810,CurbRamp
2019-03-12 15:19:55.982-07,DF4VBwDNJeFEg80MG6WL-A,4043,-608,SurfaceProblem
2019-03-12 15:20:01.249-07,DF4VBwDNJeFEg80MG6WL-A,8869,-703,CurbRamp
2019-03-12 15:20:03.295-07,DF4VBwDNJeFEg80MG6WL-A,9855,-566,CurbRamp
2019-03-12 15:20:04.393-07,DF4VBwDNJeFEg80MG6WL-A,11576,-425,CurbRamp
2019-03-12 15:20:05.592-07,DF4VBwDNJeFEg80MG6WL-A,12601,-371,CurbRamp
2019-03-12 15:20:11.658-07,DF4VBwDNJeFEg80MG6WL-A,1450,-528,CurbRamp
2019-03-12 15:20:21.209-07,e-IyX4KXrmU_l5582FckLA,4117,-481,SurfaceProblem
2019-03-12 15:20:34.046-07,pn4K6uKsurl7qs5Dx8eUaA,3750,-281,Obstacle
2019-03-12 15:20:46.471-07,pn4K6uKsurl7qs5Dx8eUaA,6792,-1072,SurfaceProblem
2019-03-12 15:20:53.628-07,pn4K6uKsurl7qs5Dx8eUaA,761,-613,SurfaceProblem
2019-03-12 15:21:05.31-07,oWacB_PuNgyTIxe3qr_sDg,4255,-527,Obstacle
2019-03-12 15:21:12.276-07,VLnYi6PCtn8Z4h0IkhtNJw,1785,-455,CurbRamp
2019-03-12 15:21:16.839-07,VLnYi6PCtn8Z4h0IkhtNJw,4375,-461,SurfaceProblem
2019-03-12 15:21:22.37-07,oAMp90wEnIghr7ykQYklgA,157,-628,CurbRamp
2019-03-12 15:21:26.411-07,oAMp90wEnIghr7ykQYklgA,4668,-665,CurbRamp
2019-03-12 15:21:33.738-07,lUllc_bkAnZ145agnrLU9w,8239,-1420,CurbRamp
2019-03-12 15:21:37.501-07,lUllc_bkAnZ145agnrLU9w,6021,-727,Obstacle
2019-03-12 15:22:08.595-07,Zezsvr7XeNaoSGgSjOf3gA,12134,-765,SurfaceProblem
2019-03-12 15:22:13.903-07,Zezsvr7XeNaoSGgSjOf3gA,10701,-82,SurfaceProblem
2019-03-12 15:22:17.898-07,Zezsvr7XeNaoSGgSjOf3gA,12799,-1756,NoCurbRamp
2019-03-12 15:22:23.946-07,Zezsvr7XeNaoSGgSjOf3gA,442,-1227,NoCurbRamp
2019-03-12 15:22:28.304-07,Zezsvr7XeNaoSGgSjOf3gA,2524,-515,NoCurbRamp
2019-03-12 15:22:29.767-07,Zezsvr7XeNaoSGgSjOf3gA,2866,-472,NoCurbRamp
2019-03-12 15:22:31.314-07,Zezsvr7XeNaoSGgSjOf3gA,4293,-277,NoCurbRamp
2019-03-12 15:23:42.496-07,Ii4_QF95UYk2cAHEXdn1EA,2131,-502,CurbRamp
2019-03-12 15:23:45.534-07,Ii4_QF95UYk2cAHEXdn1EA,2679,-325,CurbRamp
2019-03-12 15:23:46.582-07,Ii4_QF95UYk2cAHEXdn1EA,3920,-223,CurbRamp
2019-03-12 15:23:47.904-07,Ii4_QF95UYk2cAHEXdn1EA,4440,-228,CurbRamp
2019-03-12 15:23:49.042-07,Ii4_QF95UYk2cAHEXdn1EA,6757,-583,CurbRamp
2019-03-12 15:23:52.809-07,Ii4_QF95UYk2cAHEXdn1EA,11268,-325,CurbRamp
2019-03-12 15:23:54.463-07,Ii4_QF95UYk2cAHEXdn1EA,10791,-337,CurbRamp
2019-03-12 15:24:09.084-07,NI7ma7FS4jHOC_zqpiE1hg,3061,-369,CurbRamp
2019-03-12 15:24:11.032-07,NI7ma7FS4jHOC_zqpiE1hg,3227,-256,CurbRamp
2019-03-12 15:24:11.772-07,NI7ma7FS4jHOC_zqpiE1hg,4176,-143,CurbRamp
2019-03-12 15:24:12.691-07,NI7ma7FS4jHOC_zqpiE1hg,3182,-147,CurbRamp
2019-03-12 15:24:21.118-07,hShqDLUwls0JCr6ZkzfOwA,7290,-653,CurbRamp
2019-03-12 15:24:53.667-07,z1kamZOPVAoqtY8bWLpI-w,9552,-763,CurbRamp
2019-03-12 15:24:56.306-07,z1kamZOPVAoqtY8bWLpI-w,12946,-244,CurbRamp
2019-03-12 15:24:57.151-07,z1kamZOPVAoqtY8bWLpI-w,12841,-149,CurbRamp
2019-03-12 15:24:58.54-07,z1kamZOPVAoqtY8bWLpI-w,11609,-197,CurbRamp
2019-03-12 15:25:05.967-07,2At5az6m7SkXrp-E5TCj4A,13220,-295,CurbRamp
2019-03-12 15:25:06.665-07,2At5az6m7SkXrp-E5TCj4A,12963,-176,CurbRamp
2019-03-12 15:25:07.842-07,2At5az6m7SkXrp-E5TCj4A,11498,-242,CurbRamp
2019-03-12 15:25:08.446-07,2At5az6m7SkXrp-E5TCj4A,11764,-182,CurbRamp
2019-03-12 15:25:16.591-07,3p46McMD5I9JwL7qNeUnZA,10348,-1444,CurbRamp
2019-03-12 15:25:22.632-07,3p46McMD5I9JwL7qNeUnZA,1959,-332,NoCurbRamp
2019-03-12 15:25:24.897-07,3p46McMD5I9JwL7qNeUnZA,1356,-274,CurbRamp
2019-03-12 15:25:26.615-07,3p46McMD5I9JwL7qNeUnZA,13117,-143,CurbRamp
