2019-03-12 14:48:27.517-07,53PJ9NuERcvfRvPwoRIkUQ,1417,-251,Obstacle,Obstacle,54,84,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:48:40.299-07,XGSiU6m3bAhqEwoZtgrSEg,12035,-879,CurbRamp,CurbRamp,51,85,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:48:41.825-07,XGSiU6m3bAhqEwoZtgrSEg,2131,-395,CurbRamp,CurbRamp,55,86,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:48:45.647-07,XGSiU6m3bAhqEwoZtgrSEg,10529,-325,Obstacle,CurbRamp,52,87,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:49:17.936-07,TnANORuEWpEMc44k-EpN1Q,12989,-678,NoCurbRamp,CurbRamp,54,88,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:49:19.529-07,TnANORuEWpEMc44k-EpN1Q,10695,-317,CurbRamp,CurbRamp,55,89,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:49:20.513-07,TnANORuEWpEMc44k-EpN1Q,10221,-267,CurbRamp,CurbRamp,53,90,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:49:24.395-07,4gQPTKnVWtTrdCF7HXPANg,2775,-971,CurbRamp,CurbRamp,54,91,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:49:25.943-07,4gQPTKnVWtTrdCF7HXPANg,9747,-522,CurbRamp,CurbRamp,55,92,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:49:26.976-07,4gQPTKnVWtTrdCF7HXPANg,9376,-341,CurbRamp,CurbRamp,52,93,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:49:31.04-07,4gQPTKnVWtTrdCF7HXPANg,9449,-324,CurbRamp,Obstacle,51,94,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:51:50.167-07,prMAsZ283Q-GBpPv9OA2IQ,4708,-411,Obstacle,NoCurbRamp,53,95,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:51:55.954-07,prMAsZ283Q-GBpPv9OA2IQ,5160,-376,SurfaceProblem,NoCurbRamp,34,96,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:51:59.95-07,prMAsZ283Q-GBpPv9OA2IQ,7370,-503,NoCurbRamp,NoCurbRamp,63,97,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:52:01.322-07,prMAsZ283Q-GBpPv9OA2IQ,8236,-497,CurbRamp,NoCurbRamp,51,98,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:52:03.355-07,prMAsZ283Q-GBpPv9OA2IQ,10876,-574,SurfaceProblem,NoCurbRamp,56,99,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:52:04.225-07,prMAsZ283Q-GBpPv9OA2IQ,11455,-543,CurbRamp,NoCurbRamp,55,100,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:52:08.147-07,prMAsZ283Q-GBpPv9OA2IQ,1254,-758,Obstacle,NoCurbRamp,59,101,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:52:09.054-07,prMAsZ283Q-GBpPv9OA2IQ,2556,-653,Obstacle,NoCurbRamp,54,102,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:52:14.067-07,sPYP6S60xuD2gJ2LDe8w3g,5836,-1120,NoCurbRamp,NoCurbRamp,63,103,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:52:14.977-07,sPYP6S60xuD2gJ2LDe8w3g,6747,-818,NoCurbRamp,NoCurbRamp,61,104,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:52:16.714-07,sPYP6S60xuD2gJ2LDe8w3g,13103,-979,NoCurbRamp,NoCurbRamp,64,105,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:52:18.088-07,sPYP6S60xuD2gJ2LDe8w3g,12397,-670,CurbRamp,NoCurbRamp,60,106,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:52:52.565-07,Ebfc5SEgnQhFobNGWu6PWg,8395,-505,SurfaceProblem,CurbRamp,53,107,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:52:57.27-07,Ebfc5SEgnQhFobNGWu6PWg,11472,-662,SurfaceProblem,NoCurbRamp,55,108,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:53:29.472-07,P3r9DFelb4FPkN5XCJBntQ,6189,-1165,CurbRamp,CurbRamp,50,112,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:53:57.591-07,P3r9DFelb4FPkN5XCJBntQ,362,-402,CurbRamp,NoCurbRamp,54,113,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:54:01.045-07,P3r9DFelb4FPkN5XCJBntQ,4152,-277,Obstacle,CurbRamp,64,114,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:54:15.826-07,fILqT3EWJ_ZpezDigHJ-Aw,4525,-299,Obstacle,CurbRamp,60,115,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:54:18.278-07,fILqT3EWJ_ZpezDigHJ-Aw,1644,-183,NoCurbRamp,NoCurbRamp,40,116,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:54:29.818-07,HTZEaw8gPnRj6ltd83FYaQ,11902,-592,CurbRamp,NoCurbRamp,58,117,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:54:44.039-07,HTZEaw8gPnRj6ltd83FYaQ,7906,-895,SurfaceProblem,CurbRamp,59,119,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:54:45.159-07,HTZEaw8gPnRj6ltd83FYaQ,8031,-593,SurfaceProblem,CurbRamp,53,120,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:54:46.603-07,HTZEaw8gPnRj6ltd83FYaQ,9323,-235,SurfaceProblem,CurbRamp,43,121,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:54:51.429-07,HTZEaw8gPnRj6ltd83FYaQ,10596,-270,Obstacle,NoCurbRamp,54,122,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:54:53.565-07,HTZEaw8gPnRj6ltd83FYaQ,10347,-213,Obstacle,CurbRamp,50,123,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:54:58.899-07,PzKLPRWBFuASHjalf9__Sw,6947,-976,CurbRamp,CurbRamp,42,125,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:55:00.108-07,PzKLPRWBFuASHjalf9__Sw,5716,-1550,Obstacle,CurbRamp,38,126,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:55:01.615-07,PzKLPRWBFuASHjalf9__Sw,6386,-374,NoCurbRamp,Obstacle,51,127,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:55:12.127-07,PzKLPRWBFuASHjalf9__Sw,197,-649,CurbRamp,CurbRamp,52,128,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:55:13.812-07,PzKLPRWBFuASHjalf9__Sw,12958,-487,CurbRamp,NoCurbRamp,55,129,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:55:17.232-07,PzKLPRWBFuASHjalf9__Sw,10896,-277,Obstacle,NoCurbRamp,61,130,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:55:27.392-07,RoOyujZ_v9GlaDgmKdclvw,12369,-1526,NoCurbRamp,CurbRamp,38,131,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:55:29.169-07,RoOyujZ_v9GlaDgmKdclvw,690,-755,SurfaceProblem,NoCurbRamp,53,132,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:55:32.3-07,RoOyujZ_v9GlaDgmKdclvw,6977,-767,NoCurbRamp,CurbRamp,41,133,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:55:33.566-07,RoOyujZ_v9GlaDgmKdclvw,6143,-512,CurbRamp,CurbRamp,58,134,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:55:36.056-07,RoOyujZ_v9GlaDgmKdclvw,7269,-500,CurbRamp,SurfaceProblem,52,135,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:55:46.859-07,vQCWx0P7DExHD-KIfA7keA,1870,-808,SurfaceProblem,NoCurbRamp,56,136,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:55:50.677-07,vQCWx0P7DExHD-KIfA7keA,2667,-649,SurfaceProblem,NoCurbRamp,52,138,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:56:00.383-07,vQCWx0P7DExHD-KIfA7keA,11379,-792,Obstacle,NoCurbRamp,42,139,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:56:08.848-07,vQCWx0P7DExHD-KIfA7keA,5177,-445,CurbRamp,CurbRamp,58,140,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:56:20.754-07,zsvKv7NrQo5DyRZJWnUKlQ,11220,-525,SurfaceProblem,NoCurbRamp,52,141,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:56:50.931-07,IPINWuRD6RThQtPSHnVRZw,1334,-757,NoCurbRamp,NoCurbRamp,74,143,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:56:52.901-07,IPINWuRD6RThQtPSHnVRZw,1280,-497,NoCurbRamp,NoCurbRamp,66,144,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:56:55.254-07,IPINWuRD6RThQtPSHnVRZw,5197,-701,NoCurbRamp,NoCurbRamp,38,145,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:56:57.502-07,IPINWuRD6RThQtPSHnVRZw,5253,-477,CurbRamp,NoCurbRamp,56,146,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:57:02.437-07,b0eOV36e75GdxsTJKxhJzw,5022,-581,SurfaceProblem,CurbRamp,42,147,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:57:08.631-07,b0eOV36e75GdxsTJKxhJzw,5509,-420,CurbRamp,Obstacle,50,148,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:57:13.29-07,b0eOV36e75GdxsTJKxhJzw,7657,-570,CurbRamp,NoCurbRamp,55,149,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:57:14.687-07,b0eOV36e75GdxsTJKxhJzw,8245,-612,CurbRamp,NoCurbRamp,52,150,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:57:17.289-07,b0eOV36e75GdxsTJKxhJzw,1487,-618,NoCurbRamp,NoCurbRamp,67,151,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:57:19.613-07,b0eOV36e75GdxsTJKxhJzw,1125,-582,Obstacle,NoCurbRamp,54,152,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:57:21.005-07,b0eOV36e75GdxsTJKxhJzw,12279,-629,CurbRamp,NoCurbRamp,54,153,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:57:21.995-07,b0eOV36e75GdxsTJKxhJzw,11671,-697,SurfaceProblem,NoCurbRamp,39,154,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:57:30.587-07,IPINWuRD6RThQtPSHnVRZw,1984,-726,NoCurbRamp,NoCurbRamp,53,155,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:57:42.062-07,_ThcAfjL-9PVTI2IGWcIkg,1213,-808,NoCurbRamp,NoCurbRamp,57,156,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:57:43.356-07,_ThcAfjL-9PVTI2IGWcIkg,1875,-774,SurfaceProblem,NoCurbRamp,52,157,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:57:44.603-07,_ThcAfjL-9PVTI2IGWcIkg,11731,-663,NoCurbRamp,NoCurbRamp,55,158,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:57:45.536-07,_ThcAfjL-9PVTI2IGWcIkg,11090,-668,SurfaceProblem,NoCurbRamp,58,159,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:57:46.86-07,_ThcAfjL-9PVTI2IGWcIkg,8152,-497,CurbRamp,NoCurbRamp,54,160,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:57:47.779-07,_ThcAfjL-9PVTI2IGWcIkg,7808,-472,CurbRamp,NoCurbRamp,53,161,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:57:48.981-07,_ThcAfjL-9PVTI2IGWcIkg,5279,-586,NoCurbRamp,NoCurbRamp,53,162,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:57:50.649-07,_ThcAfjL-9PVTI2IGWcIkg,5870,-481,Obstacle,NoCurbRamp,55,163,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:57:52.315-07,_ThcAfjL-9PVTI2IGWcIkg,5819,-416,NoCurbRamp,Obstacle,59,164,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:57:56.909-07,2A6p50LemUj6YuJYRTcoOA,5069,-837,Obstacle,NoCurbRamp,52,165,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:57:58.398-07,2A6p50LemUj6YuJYRTcoOA,5165,-574,Obstacle,NoCurbRamp,66,166,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:57:59.816-07,2A6p50LemUj6YuJYRTcoOA,8668,-730,Obstacle,NoCurbRamp,38,167,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:58:00.764-07,2A6p50LemUj6YuJYRTcoOA,8452,-478,Obstacle,NoCurbRamp,39,168,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:58:15.056-07,wiW8PBT09OyhaBosI5vw6A,2097,-1016,SurfaceProblem,CurbRamp,59,169,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:58:18.119-07,wiW8PBT09OyhaBosI5vw6A,11425,-503,Obstacle,CurbRamp,58,171,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:58:20.759-07,wiW8PBT09OyhaBosI5vw6A,861,-338,NoCurbRamp,CurbRamp,52,172,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:58:23.482-07,wiW8PBT09OyhaBosI5vw6A,1647,-591,SurfaceProblem,CurbRamp,66,173,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:58:25.378-07,wiW8PBT09OyhaBosI5vw6A,12382,-287,CurbRamp,CurbRamp,51,174,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:58:29.351-07,fnSNW0E9urQ7bfNcOts3_w,1577,-542,Obstacle,CurbRamp,58,175,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:58:31.422-07,fnSNW0E9urQ7bfNcOts3_w,3802,-752,CurbRamp,CurbRamp,63,176,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:58:33.205-07,fnSNW0E9urQ7bfNcOts3_w,5330,-777,NoCurbRamp,CurbRamp,39,177,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:58:34.442-07,fnSNW0E9urQ7bfNcOts3_w,8142,-621,CurbRamp,CurbRamp,52,178,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:58:35.585-07,fnSNW0E9urQ7bfNcOts3_w,9541,-615,CurbRamp,CurbRamp,52,179,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:58:37.741-07,fnSNW0E9urQ7bfNcOts3_w,11655,-510,SurfaceProblem,CurbRamp,42,180,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:58:42.955-07,Xmfv29SgOgcVOVv55fc0HQ,11987,-663,CurbRamp,CurbRamp,70,181,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:58:43.999-07,Xmfv29SgOgcVOVv55fc0HQ,1340,-716,CurbRamp,CurbRamp,53,182,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:58:45.229-07,Xmfv29SgOgcVOVv55fc0HQ,2896,-693,CurbRamp,CurbRamp,51,183,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:58:47.282-07,Xmfv29SgOgcVOVv55fc0HQ,5073,-449,CurbRamp,CurbRamp,53,184,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:58:51.694-07,Xmfv29SgOgcVOVv55fc0HQ,8412,-392,CurbRamp,CurbRamp,58,187,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:58:53.541-07,Xmfv29SgOgcVOVv55fc0HQ,10417,-686,CurbRamp,CurbRamp,54,188,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:58:59.754-07,DZtX1-3WTIFwW5UFbYpS-A,8415,-700,CurbRamp,CurbRamp,60,189,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:59:00.792-07,DZtX1-3WTIFwW5UFbYpS-A,5098,-694,SurfaceProblem,CurbRamp,56,190,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:59:03.428-07,DZtX1-3WTIFwW5UFbYpS-A,1375,-478,CurbRamp,Obstacle,63,191,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:59:10.053-07,7YiyTzFbvNivLvYXAuu88Q,3194,-779,Obstacle,Obstacle,55,192,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:59:13.04-07,7YiyTzFbvNivLvYXAuu88Q,3852,-693,SurfaceProblem,Obstacle,56,193,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:59:19.665-07,EWazcRXx4rxAJN-uqRdT1g,5597,-441,Obstacle,Obstacle,64,194,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 14:59:24.691-07,EWazcRXx4rxAJN-uqRdT1g,12123,-403,Obstacle,Obstacle,46,195,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 15:12:17.631-07,QmtfhalnBQ7CEsi1nJmm6g,11633,-550,CurbRamp,NoCurbRamp,52,196,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 15:12:19.277-07,QmtfhalnBQ7CEsi1nJmm6g,896,-741,CurbRamp,NoCurbRamp,55,197,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 15:12:26.411-07,QmtfhalnBQ7CEsi1nJmm6g,1571,-863,SurfaceProblem,NoCurbRamp,37,198,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 15:12:31.256-07,QmtfhalnBQ7CEsi1nJmm6g,4961,-742,CurbRamp,NoCurbRamp,66,199,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 15:12:34.423-07,QmtfhalnBQ7CEsi1nJmm6g,8280,-462,CurbRamp,NoCurbRamp,53,200,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 15:12:37.909-07,QmtfhalnBQ7CEsi1nJmm6g,9001,-444,Obstacle,CurbRamp,63,201,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
2019-03-12 15:12:39.451-07,QmtfhalnBQ7CEsi1nJmm6g,10802,-505,Obstacle,CurbRamp,59,202,fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c
